"CSID","CaseMasterID","csdate","cstype","PolicePersonID"
"5150","9186","2026-02-22T17:09:00.000Z","A","1086"
"5151","9191","2026-07-16T19:29:00.000Z","C","1091"
"5152","9192","2025-07-15T15:50:00.000Z","A","1092"
"5153","9193","2026-11-30T11:31:00.000Z","A","1093"
"5154","9194","2025-03-28T09:59:00.000Z","A","1094"
"5155","9197","2026-11-04T11:50:00.000Z","A","1097"
"5156","9198","2026-12-20T07:13:00.000Z","A","1098"
"5157","9199","2026-12-28T13:27:00.000Z","C","1099"
"5158","9200","2026-02-20T03:54:00.000Z","A","1100"
"5159","9201","2024-03-24T19:46:00.000Z","A","1101"
"5160","9202","2024-04-02T20:50:00.000Z","A","1102"
"5161","9205","2026-05-12T11:49:00.000Z","A","1105"
"5162","9207","2026-04-01T19:57:00.000Z","C","1107"
"5163","9208","2025-05-08T08:36:00.000Z","A","1108"
"5164","9209","2026-02-18T06:58:00.000Z","C","1109"
"5165","9210","2024-10-27T01:27:00.000Z","A","1110"
"5166","9214","2024-08-24T19:58:00.000Z","A","1114"
"5167","9216","2024-05-27T11:35:00.000Z","C","1116"
"5168","9217","2026-06-08T21:35:00.000Z","C","1117"
"5169","9218","2026-10-01T20:52:00.000Z","A","1118"
"5170","9220","2026-04-30T15:20:00.000Z","A","1120"
"5171","9221","2025-10-30T21:49:00.000Z","A","1121"
"5172","9223","2026-04-30T19:57:00.000Z","A","1123"
"5173","9224","2024-04-01T21:31:00.000Z","A","1124"
"5174","9226","2025-10-01T13:54:00.000Z","C","1126"
"5175","9227","2026-08-17T11:37:00.000Z","A","1127"
"5176","9228","2027-02-01T12:36:00.000Z","C","1128"
"5177","9230","2024-04-23T21:30:00.000Z","A","1130"
"5178","9232","2025-10-10T05:48:00.000Z","C","1132"
"5179","9237","2024-06-07T12:18:00.000Z","A","1137"
"5180","9239","2024-10-07T03:05:00.000Z","A","1139"
"5181","9241","2025-12-26T05:08:00.000Z","A","1141"
"5182","9242","2026-08-27T11:44:00.000Z","A","1142"
"5183","9243","2026-11-07T04:59:00.000Z","A","1143"
"5184","9245","2026-07-03T07:29:00.000Z","C","1145"
"5185","9247","2024-05-09T14:07:00.000Z","A","1147"
"5186","9249","2026-03-21T23:38:00.000Z","A","1149"
"5187","9250","2024-07-15T16:59:00.000Z","A","1150"
"5188","9251","2026-01-10T11:46:00.000Z","C","1151"
"5189","9254","2024-12-06T17:05:00.000Z","A","1154"
"5190","9256","2025-04-20T07:31:00.000Z","A","1156"
"5191","9257","2025-11-06T11:34:00.000Z","A","1157"
"5192","9258","2024-04-11T06:26:00.000Z","C","1158"
"5193","9259","2027-03-14T15:51:00.000Z","A","1159"
"5194","9260","2026-08-28T23:38:00.000Z","A","1160"
"5195","9263","2024-09-21T00:03:00.000Z","C","1163"
"5196","9264","2024-08-29T12:46:00.000Z","A","1164"
"5197","9265","2025-01-15T09:43:00.000Z","A","1165"
"5198","9267","2026-03-04T14:36:00.000Z","A","1167"
"5199","9269","2024-03-31T18:52:00.000Z","A","1169"
"5200","9271","2024-04-10T11:01:00.000Z","C","1171"
"5201","9274","2026-08-13T03:58:00.000Z","A","1174"
"5202","9276","2025-07-16T00:50:00.000Z","A","1176"
"5203","9277","2024-10-12T00:47:00.000Z","C","1177"
"5204","9278","2025-08-28T09:27:00.000Z","A","1178"
"5205","9280","2026-09-14T13:24:00.000Z","A","1180"
"5206","9281","2026-08-12T05:35:00.000Z","A","1181"
"5207","9282","2026-07-25T09:12:00.000Z","A","1182"
"5208","9283","2025-08-10T05:29:00.000Z","A","1183"
"5209","9285","2025-09-21T16:24:00.000Z","C","1185"
"5210","9286","2027-02-06T23:14:00.000Z","A","1186"
"5211","9287","2025-03-12T17:22:00.000Z","C","1187"
"5212","9289","2025-01-08T01:27:00.000Z","A","1189"
"5213","9290","2024-07-21T20:35:00.000Z","A","1190"
"5214","9291","2026-04-22T20:12:00.000Z","A","1191"
"5215","9293","2024-05-11T04:35:00.000Z","A","1193"
"5216","9295","2024-11-18T06:09:00.000Z","A","1195"
"5217","9298","2026-03-16T16:56:00.000Z","A","1198"
"5218","9302","2026-06-08T09:30:00.000Z","A","1202"
"5219","9303","2025-03-23T12:00:00.000Z","A","1203"
"5220","9306","2024-06-26T14:07:00.000Z","C","1206"
"5221","9308","2025-07-30T21:42:00.000Z","A","1208"
"5222","9309","2026-05-23T14:42:00.000Z","A","1209"
"5223","9310","2024-04-05T16:43:00.000Z","A","1210"
"5224","9311","2025-03-16T22:37:00.000Z","A","1211"
"5225","9312","2026-10-17T23:54:00.000Z","A","1212"
"5226","9313","2026-12-30T18:49:00.000Z","A","1213"
"5227","9314","2027-02-01T10:27:00.000Z","A","1214"
"5228","9315","2025-11-27T17:12:00.000Z","A","1215"
"5229","9316","2026-03-08T15:16:00.000Z","A","1216"
"5230","9320","2025-05-27T15:20:00.000Z","C","1220"
"5231","9323","2025-07-22T18:36:00.000Z","A","1223"
"5232","9324","2026-01-09T16:03:00.000Z","A","1224"
"5233","9329","2026-02-28T20:04:00.000Z","C","1229"
"5234","9330","2025-08-30T10:26:00.000Z","A","1230"
"5235","9332","2025-03-14T19:06:00.000Z","A","1232"
"5236","9333","2026-08-07T19:18:00.000Z","A","1233"
"5237","9334","2024-06-21T10:17:00.000Z","A","1234"
"5238","9339","2024-07-23T19:11:00.000Z","A","1239"
"5239","9340","2027-02-05T06:37:00.000Z","A","1240"
"5240","9342","2025-02-25T12:43:00.000Z","A","1242"
"5241","9343","2026-09-05T16:54:00.000Z","A","1243"
"5242","9344","2026-07-27T03:05:00.000Z","A","1244"
"5243","9345","2025-08-08T02:03:00.000Z","C","1245"
"5244","9346","2024-11-02T19:15:00.000Z","A","1246"
"5245","9347","2024-12-14T10:49:00.000Z","A","1247"
"5246","9349","2026-08-29T18:26:00.000Z","C","1249"
"5247","9350","2026-10-12T19:01:00.000Z","A","1250"
"5248","9352","2026-11-21T15:51:00.000Z","A","1252"
"5249","9353","2025-02-17T11:19:00.000Z","A","1253"
"5250","9355","2024-05-28T17:24:00.000Z","A","1255"
"5251","9356","2027-01-15T17:05:00.000Z","A","1256"
"5252","9357","2025-05-11T22:24:00.000Z","A","1257"
"5253","9358","2024-11-30T17:10:00.000Z","A","1258"
"5254","9360","2024-11-05T03:16:00.000Z","A","1260"
"5255","9362","2024-09-24T15:44:00.000Z","A","1262"
"5256","9366","2025-04-19T11:51:00.000Z","A","1266"
"5257","9367","2024-04-25T02:30:00.000Z","A","1267"
"5258","9369","2025-12-19T06:07:00.000Z","A","1269"
"5259","9370","2024-05-03T07:00:00.000Z","A","1270"
"5260","9374","2025-09-24T11:27:00.000Z","A","1274"
"5261","9376","2025-11-05T09:02:00.000Z","C","1276"
"5262","9377","2026-05-04T14:41:00.000Z","A","1277"
"5263","9378","2025-07-29T00:46:00.000Z","A","1278"
"5264","9380","2024-10-24T20:34:00.000Z","A","1280"
"5265","9384","2027-01-19T06:50:00.000Z","A","1284"
"5266","9387","2024-10-25T19:30:00.000Z","A","1287"
"5267","9390","2025-11-18T05:08:00.000Z","A","1290"
"5268","9393","2024-12-07T02:14:00.000Z","A","1293"
"5269","9394","2026-09-09T18:50:00.000Z","A","1294"
"5270","9395","2026-11-06T11:24:00.000Z","C","1295"
"5271","9397","2024-02-27T07:13:00.000Z","A","1297"
"5272","9400","2026-10-12T20:27:00.000Z","A","1300"
"5273","9401","2026-05-27T00:32:00.000Z","A","1301"
"5274","9406","2025-05-12T03:39:00.000Z","C","1306"
"5275","9407","2026-09-17T23:34:00.000Z","A","1307"
"5276","9411","2024-03-13T07:29:00.000Z","A","1311"
"5277","9414","2025-04-18T15:59:00.000Z","C","1314"
"5278","9417","2026-06-08T02:02:00.000Z","A","1317"
"5279","9420","2024-06-12T04:19:00.000Z","A","1320"
"5280","9422","2026-04-29T22:09:00.000Z","C","1322"
"5281","9424","2025-12-15T12:58:00.000Z","A","1324"
"5282","9427","2026-03-14T19:41:00.000Z","A","1327"
"5283","9430","2025-07-04T12:36:00.000Z","A","1330"
"5284","9431","2026-07-15T17:30:00.000Z","A","1331"
"5285","9432","2025-01-11T02:11:00.000Z","A","1332"
"5286","9434","2026-11-12T09:53:00.000Z","C","1334"
"5287","9438","2026-10-12T22:00:00.000Z","A","1338"
"5288","9439","2026-05-14T09:14:00.000Z","A","1339"
"5289","9440","2025-03-12T15:50:00.000Z","A","1340"
"5290","9443","2025-03-29T11:29:00.000Z","A","1343"
"5291","9444","2024-06-23T23:07:00.000Z","C","1344"
"5292","9445","2027-01-10T02:00:00.000Z","A","1345"
"5293","9446","2026-11-18T04:45:00.000Z","A","1346"
"5294","9450","2024-10-06T15:40:00.000Z","C","1350"
"5295","9451","2027-01-29T19:26:00.000Z","A","1351"
"5296","9454","2025-12-25T08:12:00.000Z","A","1354"
"5297","9456","2024-09-22T22:32:00.000Z","A","1356"
"5298","9459","2025-07-09T03:14:00.000Z","A","1359"
"5299","9461","2025-05-26T09:29:00.000Z","A","1361"
"5300","9463","2026-08-31T19:54:00.000Z","C","1363"
"5301","9466","2024-08-13T21:21:00.000Z","A","1366"
"5302","9467","2027-01-14T05:48:00.000Z","A","1367"
"5303","9470","2025-05-22T08:34:00.000Z","A","1370"
"5304","9471","2024-12-22T16:56:00.000Z","C","1371"
"5305","9472","2025-04-03T01:25:00.000Z","C","1372"
"5306","9476","2025-06-26T13:03:00.000Z","A","1376"
"5307","9480","2026-11-01T21:27:00.000Z","A","1380"
"5308","9481","2024-06-22T14:19:00.000Z","C","1381"
"5309","9483","2025-10-16T05:35:00.000Z","A","1383"
"5310","9485","2026-02-04T01:40:00.000Z","A","1385"
"5311","9486","2024-05-05T19:43:00.000Z","A","1386"
"5312","9487","2025-03-19T18:54:00.000Z","A","1387"
"5313","9489","2024-05-30T22:50:00.000Z","A","1389"
"5314","9491","2025-12-18T03:36:00.000Z","C","1391"
"5315","9493","2025-01-13T19:05:00.000Z","C","1393"
"5316","9495","2026-08-19T16:59:00.000Z","A","1395"
"5317","9497","2024-03-23T19:16:00.000Z","C","1397"
"5318","9498","2024-11-11T17:44:00.000Z","A","1398"
"5319","9499","2025-08-12T06:15:00.000Z","A","1399"
"5320","9500","2025-09-11T21:02:00.000Z","A","1400"
"5321","9501","2024-05-23T22:24:00.000Z","A","1401"
"5322","9502","2025-05-23T13:50:00.000Z","C","1402"
"5323","9503","2026-09-02T09:50:00.000Z","A","1403"
"5324","9504","2024-04-19T08:38:00.000Z","A","1404"
"5325","9505","2024-05-17T12:06:00.000Z","A","1405"
"5326","9506","2024-08-27T21:11:00.000Z","A","1406"
"5327","9507","2025-01-30T16:13:00.000Z","A","1407"
"5328","9508","2025-03-22T17:31:00.000Z","A","1408"
"5329","9509","2024-02-27T22:16:00.000Z","C","1409"
"5330","9511","2024-03-17T12:54:00.000Z","C","1411"
"5331","9512","2025-02-10T21:15:00.000Z","A","1412"
"5332","9513","2024-09-15T18:20:00.000Z","A","1413"
"5333","9514","2025-05-17T06:00:00.000Z","A","1414"
"5334","9515","2025-01-07T21:28:00.000Z","C","1415"
"5335","9516","2025-08-22T11:17:00.000Z","A","1416"
"5336","9521","2024-08-09T05:58:00.000Z","C","1421"
"5337","9522","2024-11-28T09:14:00.000Z","A","1422"
"5338","9524","2026-09-25T01:57:00.000Z","A","1424"
"5339","9525","2027-01-11T12:02:00.000Z","A","1425"
"5340","9529","2026-05-20T03:27:00.000Z","A","1429"
"5341","9531","2024-04-08T02:50:00.000Z","C","1431"
"5342","9532","2025-05-13T09:13:00.000Z","A","1432"
"5343","9535","2024-02-28T02:55:00.000Z","A","1435"
"5344","9537","2025-11-05T08:05:00.000Z","A","1437"
"5345","9540","2026-10-31T06:31:00.000Z","A","1440"
"5346","9541","2024-06-02T20:52:00.000Z","C","1441"
"5347","9544","2026-03-11T10:49:00.000Z","A","1444"
"5348","9545","2025-06-01T21:02:00.000Z","A","1445"
"5349","9546","2025-06-10T11:57:00.000Z","C","1446"
"5350","9547","2024-05-31T08:30:00.000Z","A","1447"
"5351","9548","2025-01-23T07:25:00.000Z","A","1448"
"5352","9549","2024-04-21T19:10:00.000Z","A","1449"
"5353","9550","2025-11-10T11:54:00.000Z","C","1450"
"5354","9555","2025-11-12T07:54:00.000Z","A","1455"
"5355","9558","2025-09-16T00:43:00.000Z","A","1458"
"5356","9559","2026-11-21T10:22:00.000Z","A","1459"
"5357","9561","2027-02-10T23:46:00.000Z","A","1461"
"5358","9562","2026-10-25T04:25:00.000Z","A","1462"
"5359","9563","2025-04-29T17:22:00.000Z","C","1463"
"5360","9565","2024-07-27T19:34:00.000Z","A","1465"
"5361","9566","2026-11-28T14:22:00.000Z","A","1466"
"5362","9567","2024-11-13T11:15:00.000Z","A","1467"
"5363","9569","2025-03-23T03:52:00.000Z","C","1469"
"5364","9570","2025-01-18T20:09:00.000Z","C","1470"
"5365","9571","2026-01-27T03:42:00.000Z","C","1471"
"5366","9574","2026-09-27T01:43:00.000Z","A","1474"
"5367","9575","2027-01-18T05:17:00.000Z","C","1475"
"5368","9582","2025-06-05T00:49:00.000Z","A","1482"
"5369","9583","2026-12-11T19:41:00.000Z","A","1483"
"5370","9586","2026-07-28T22:15:00.000Z","A","1486"
"5371","9590","2024-12-08T23:07:00.000Z","A","1490"
"5372","9594","2026-07-17T23:08:00.000Z","A","1494"
"5373","9595","2025-03-01T23:50:00.000Z","A","1495"
"5374","9597","2025-10-15T03:10:00.000Z","A","1497"
"5375","9598","2026-04-13T03:17:00.000Z","A","1498"
"5376","9600","2024-04-23T01:10:00.000Z","A","1500"
"5377","9601","2027-02-18T18:24:00.000Z","C","1501"
"5378","9604","2024-04-04T05:49:00.000Z","A","1504"
"5379","9607","2024-02-24T10:05:00.000Z","A","1507"
"5380","9610","2024-12-16T22:57:00.000Z","C","1510"
"5381","9611","2026-12-07T04:18:00.000Z","A","1511"
"5382","9613","2024-04-11T00:21:00.000Z","A","1513"
"5383","9616","2026-11-08T04:09:00.000Z","C","1516"
"5384","9617","2025-12-06T00:25:00.000Z","A","1517"
"5385","9619","2024-10-07T21:42:00.000Z","A","1519"
"5386","9620","2025-12-26T18:19:00.000Z","A","1520"
"5387","9622","2024-09-29T17:51:00.000Z","A","1522"
"5388","9623","2024-11-03T20:26:00.000Z","A","1523"
"5389","9624","2025-02-27T07:45:00.000Z","C","1524"
"5390","9633","2025-11-09T19:20:00.000Z","A","1533"
"5391","9634","2026-07-23T02:51:00.000Z","A","1534"
"5392","9638","2024-04-13T03:18:00.000Z","A","1538"
"5393","9639","2025-03-29T13:16:00.000Z","A","1539"
"5394","9640","2026-01-16T13:05:00.000Z","A","1540"
"5395","9641","2024-12-01T00:24:00.000Z","A","1541"
"5396","9642","2027-02-27T14:51:00.000Z","A","1542"
"5397","9643","2025-11-01T11:53:00.000Z","A","1543"
"5398","9644","2025-11-09T08:05:00.000Z","A","1544"
"5399","9646","2024-11-13T20:02:00.000Z","A","1546"
"5400","9649","2025-09-28T05:33:00.000Z","A","1549"
"5401","9652","2026-07-22T20:42:00.000Z","A","1552"
"5402","9653","2025-01-03T18:06:00.000Z","A","1553"
"5403","9655","2025-03-08T15:15:00.000Z","A","1555"
"5404","9657","2024-07-17T16:32:00.000Z","C","1557"
"5405","9659","2026-09-02T21:10:00.000Z","A","1559"
"5406","9660","2025-03-31T23:24:00.000Z","A","1560"
"5407","9662","2026-05-12T04:10:00.000Z","A","1562"
"5408","9663","2027-01-11T12:24:00.000Z","A","1563"
"5409","9665","2026-10-17T22:20:00.000Z","A","1565"
"5410","9668","2026-05-01T23:05:00.000Z","A","1568"
"5411","9669","2024-11-14T16:40:00.000Z","A","1569"
"5412","9670","2024-12-11T21:53:00.000Z","C","1570"
"5413","9676","2025-04-12T06:54:00.000Z","A","1576"
"5414","9677","2026-03-29T12:10:00.000Z","A","1577"
"5415","9678","2026-09-03T11:19:00.000Z","C","1578"
"5416","9680","2025-07-30T22:30:00.000Z","A","1580"
"5417","9681","2025-07-27T03:09:00.000Z","A","1581"
"5418","9682","2026-06-03T17:22:00.000Z","A","1582"
"5419","9687","2025-10-19T14:13:00.000Z","A","1587"
"5420","9688","2026-03-30T02:36:00.000Z","A","1588"
"5421","9690","2024-04-27T17:32:00.000Z","A","1590"
"5422","9691","2025-07-03T04:27:00.000Z","C","1591"
"5423","9692","2025-08-13T18:21:00.000Z","A","1592"
"5424","9695","2027-02-11T19:34:00.000Z","C","1595"
"5425","9700","2025-01-06T13:05:00.000Z","A","1600"
"5426","9701","2025-12-04T22:14:00.000Z","A","1601"
"5427","9704","2024-09-26T12:03:00.000Z","A","1604"
"5428","9706","2025-01-05T03:45:00.000Z","A","1606"
"5429","9707","2026-04-19T07:25:00.000Z","C","1607"
"5430","9708","2026-08-23T09:01:00.000Z","C","1608"
"5431","9711","2024-09-01T08:44:00.000Z","A","1611"
"5432","9712","2026-07-21T11:13:00.000Z","A","1612"
"5433","9714","2025-06-12T23:46:00.000Z","A","1614"
"5434","9718","2026-04-15T12:54:00.000Z","A","1618"
"5435","9719","2026-11-30T17:22:00.000Z","C","1619"
"5436","9721","2026-05-12T10:28:00.000Z","C","1621"
"5437","9724","2025-07-06T16:07:00.000Z","A","1624"
"5438","9726","2024-05-04T23:30:00.000Z","A","1626"
"5439","9727","2026-08-17T15:01:00.000Z","A","1627"
"5440","9728","2026-11-08T21:06:00.000Z","C","1628"
"5441","9729","2024-08-26T20:43:00.000Z","A","1629"
"5442","9732","2027-01-20T02:26:00.000Z","A","1632"
"5443","9733","2027-01-29T13:27:00.000Z","A","1633"
"5444","9734","2024-09-05T12:27:00.000Z","A","1634"
"5445","9735","2025-06-16T15:54:00.000Z","A","1635"
"5446","9736","2025-01-29T11:25:00.000Z","A","1636"
"5447","9737","2026-05-21T21:00:00.000Z","C","1637"
"5448","9738","2026-11-14T21:16:00.000Z","A","1638"
"5449","9739","2026-05-11T07:59:00.000Z","A","1639"
"5450","9740","2026-10-03T04:34:00.000Z","A","1640"
"5451","9741","2024-02-24T16:10:00.000Z","A","1641"
"5452","9742","2026-02-13T02:53:00.000Z","A","1642"
"5453","9745","2026-12-09T22:25:00.000Z","A","1645"
"5454","9747","2026-04-25T22:47:00.000Z","A","1647"
"5455","9748","2026-08-21T17:17:00.000Z","C","1648"
"5456","9749","2026-06-03T04:06:00.000Z","A","1649"
"5457","9750","2025-01-10T14:54:00.000Z","A","1650"
"5458","9753","2026-05-21T15:57:00.000Z","C","1653"
"5459","9754","2024-03-04T00:07:00.000Z","C","1654"
"5460","9755","2025-12-03T21:03:00.000Z","A","1655"
"5461","9761","2026-08-23T16:51:00.000Z","A","1661"
"5462","9763","2026-08-07T10:48:00.000Z","A","1663"
"5463","9764","2026-01-31T00:50:00.000Z","A","1664"
"5464","9765","2026-07-26T12:44:00.000Z","A","1665"
"5465","9766","2027-01-10T04:29:00.000Z","A","1666"
"5466","9768","2025-12-22T07:23:00.000Z","A","1668"
"5467","9770","2025-02-15T17:25:00.000Z","A","1670"
"5468","9771","2024-11-13T16:56:00.000Z","A","1671"
"5469","9772","2024-11-25T02:58:00.000Z","A","1672"
"5470","9773","2025-11-06T18:25:00.000Z","A","1673"
"5471","9774","2024-05-31T12:05:00.000Z","A","1674"
"5472","9776","2024-10-05T11:13:00.000Z","A","1676"
"5473","9778","2024-07-26T18:58:00.000Z","A","1678"
"5474","9780","2026-08-06T14:30:00.000Z","A","1680"
"5475","9781","2025-10-12T10:17:00.000Z","A","1681"
"5476","9784","2025-03-19T01:47:00.000Z","A","1684"
"5477","9785","2024-02-27T11:41:00.000Z","A","1685"
"5478","9787","2025-10-17T03:08:00.000Z","C","1687"
"5479","9788","2026-09-26T10:34:00.000Z","C","1688"
"5480","9789","2024-04-15T20:20:00.000Z","A","1689"
"5481","9791","2024-06-16T12:13:00.000Z","A","1691"
"5482","9792","2024-04-13T01:55:00.000Z","A","1692"
"5483","9793","2026-10-09T05:17:00.000Z","A","1693"
"5484","9794","2026-03-20T14:37:00.000Z","A","1694"
"5485","9796","2027-01-14T05:15:00.000Z","A","1696"
"5486","9800","2024-05-22T10:07:00.000Z","C","1000"
"5487","9802","2024-05-02T06:32:00.000Z","A","1002"
"5488","9803","2024-10-03T16:50:00.000Z","A","1003"
"5489","9804","2026-06-22T04:54:00.000Z","A","1004"
"5490","9807","2024-07-06T22:52:00.000Z","A","1007"
"5491","9808","2025-05-03T16:25:00.000Z","A","1008"
"5492","9810","2025-01-09T04:33:00.000Z","A","1010"
"5493","9811","2026-10-16T23:44:00.000Z","A","1011"
"5494","9812","2026-02-20T04:41:00.000Z","A","1012"
"5495","9814","2025-02-11T23:33:00.000Z","A","1014"
"5496","9816","2025-04-24T18:00:00.000Z","A","1016"
"5497","9817","2024-07-25T03:50:00.000Z","A","1017"
"5498","9818","2027-01-11T04:06:00.000Z","A","1018"
"5499","9820","2025-02-23T23:07:00.000Z","A","1020"
"5500","9821","2026-11-21T05:33:00.000Z","A","1021"
"5501","9823","2027-01-15T17:03:00.000Z","C","1023"
"5502","9827","2025-01-02T16:32:00.000Z","A","1027"
"5503","9828","2025-12-18T15:32:00.000Z","A","1028"
"5504","9830","2026-01-22T10:00:00.000Z","C","1030"
"5505","9831","2025-06-15T11:56:00.000Z","A","1031"
"5506","9833","2024-05-29T20:10:00.000Z","A","1033"
"5507","9834","2027-02-09T20:27:00.000Z","A","1034"
"5508","9836","2025-05-29T05:16:00.000Z","C","1036"
"5509","9837","2024-06-29T20:01:00.000Z","A","1037"
"5510","9838","2025-02-28T21:07:00.000Z","C","1038"
"5511","9839","2026-06-23T11:04:00.000Z","A","1039"
"5512","9841","2026-03-27T14:11:00.000Z","C","1041"
"5513","9842","2026-09-24T05:27:00.000Z","A","1042"
"5514","9843","2027-01-27T21:34:00.000Z","A","1043"
"5515","9846","2025-08-03T12:24:00.000Z","A","1046"
"5516","9848","2026-01-10T21:35:00.000Z","A","1048"
"5517","9852","2025-04-18T18:54:00.000Z","A","1052"
"5518","9855","2025-04-12T04:52:00.000Z","A","1055"
"5519","9856","2026-09-30T14:40:00.000Z","A","1056"
"5520","9858","2026-10-31T03:47:00.000Z","A","1058"
"5521","9859","2025-12-10T21:34:00.000Z","A","1059"
"5522","9860","2024-04-05T17:38:00.000Z","A","1060"
"5523","9861","2024-09-20T22:51:00.000Z","C","1061"
"5524","9865","2026-12-03T20:57:00.000Z","A","1065"
"5525","9867","2025-02-19T20:22:00.000Z","A","1067"
"5526","9868","2026-08-22T03:54:00.000Z","A","1068"
"5527","9870","2026-01-14T16:37:00.000Z","A","1070"
"5528","9871","2025-06-18T13:56:00.000Z","A","1071"
"5529","9872","2025-05-28T17:57:00.000Z","C","1072"
"5530","9873","2027-01-16T02:00:00.000Z","A","1073"
"5531","9874","2026-06-20T23:45:00.000Z","A","1074"
"5532","9875","2024-10-01T18:26:00.000Z","A","1075"
"5533","9877","2025-11-02T12:57:00.000Z","A","1077"
"5534","9878","2024-04-03T23:26:00.000Z","A","1078"
"5535","9879","2026-03-06T09:04:00.000Z","A","1079"
"5536","9882","2025-07-19T10:54:00.000Z","A","1082"
"5537","9884","2024-10-13T02:16:00.000Z","A","1084"
"5538","9885","2024-09-04T02:25:00.000Z","A","1085"
"5539","9886","2025-01-27T00:32:00.000Z","A","1086"
"5540","9887","2024-11-04T15:36:00.000Z","C","1087"
"5541","9888","2026-03-31T01:19:00.000Z","A","1088"
"5542","9892","2024-03-10T06:40:00.000Z","A","1092"
"5543","9893","2025-05-09T12:20:00.000Z","C","1093"
"5544","9894","2026-02-26T20:11:00.000Z","C","1094"
"5545","9895","2025-06-19T15:11:00.000Z","A","1095"
"5546","9896","2026-02-12T14:16:00.000Z","C","1096"
"5547","9898","2026-10-19T20:01:00.000Z","A","1098"
"5548","9899","2027-01-18T14:37:00.000Z","A","1099"
"5549","9900","2027-01-24T21:03:00.000Z","C","1100"
"5550","9901","2025-07-12T14:10:00.000Z","C","1101"
"5551","9902","2024-05-05T14:47:00.000Z","A","1102"
"5552","9905","2025-09-04T08:53:00.000Z","A","1105"
"5553","9906","2024-12-02T12:12:00.000Z","C","1106"
"5554","9908","2027-02-22T23:18:00.000Z","A","1108"
"5555","9910","2025-04-04T09:38:00.000Z","C","1110"
"5556","9912","2026-11-16T20:51:00.000Z","C","1112"
"5557","9913","2027-03-13T05:47:00.000Z","A","1113"
"5558","9915","2024-10-03T08:22:00.000Z","C","1115"
"5559","9920","2026-10-23T03:23:00.000Z","A","1120"
"5560","9921","2024-08-16T06:55:00.000Z","A","1121"
"5561","9922","2024-09-29T17:05:00.000Z","A","1122"
"5562","9923","2026-12-04T14:09:00.000Z","A","1123"
"5563","9925","2025-09-29T14:55:00.000Z","A","1125"
"5564","9928","2024-07-26T12:05:00.000Z","C","1128"
"5565","9929","2025-02-07T12:30:00.000Z","A","1129"
"5566","9930","2026-12-12T05:22:00.000Z","A","1130"
"5567","9931","2026-07-10T10:38:00.000Z","A","1131"
"5568","9932","2025-06-28T02:39:00.000Z","A","1132"
"5569","9933","2026-09-02T15:22:00.000Z","A","1133"
"5570","9934","2025-06-15T08:32:00.000Z","A","1134"
"5571","9936","2026-12-18T02:20:00.000Z","A","1136"
"5572","9937","2026-08-02T16:21:00.000Z","A","1137"
"5573","9938","2026-11-24T13:47:00.000Z","A","1138"
"5574","9939","2026-12-11T22:02:00.000Z","A","1139"
"5575","9940","2024-09-11T14:10:00.000Z","A","1140"
"5576","9941","2025-11-01T12:45:00.000Z","A","1141"
"5577","9942","2025-07-16T12:59:00.000Z","A","1142"
"5578","9947","2026-12-02T21:55:00.000Z","C","1147"
"5579","9952","2026-10-04T14:31:00.000Z","A","1152"
"5580","9954","2026-08-19T10:53:00.000Z","A","1154"
"5581","9955","2026-11-27T15:37:00.000Z","C","1155"
"5582","9958","2024-12-07T22:23:00.000Z","A","1158"
"5583","9963","2024-09-14T18:43:00.000Z","A","1163"
"5584","9964","2024-08-19T11:55:00.000Z","A","1164"
"5585","9966","2025-09-21T16:11:00.000Z","C","1166"
"5586","9970","2025-07-24T11:08:00.000Z","A","1170"
"5587","9971","2024-11-19T12:39:00.000Z","A","1171"
"5588","9972","2024-03-20T21:11:00.000Z","A","1172"
"5589","9973","2025-04-25T15:37:00.000Z","C","1173"
"5590","9974","2025-02-18T22:38:00.000Z","A","1174"
"5591","9976","2026-05-11T22:01:00.000Z","A","1176"
"5592","9977","2024-05-21T18:05:00.000Z","A","1177"
"5593","9978","2024-07-31T03:46:00.000Z","A","1178"
"5594","9981","2025-08-21T16:19:00.000Z","A","1181"
"5595","9982","2026-07-14T01:43:00.000Z","A","1182"
"5596","9983","2024-11-18T21:07:00.000Z","A","1183"
"5597","9985","2024-04-05T17:22:00.000Z","A","1185"
"5598","9987","2026-03-06T07:41:00.000Z","A","1187"
"5599","9988","2025-07-12T21:56:00.000Z","A","1188"
"5600","9992","2025-10-11T09:18:00.000Z","C","1192"
"5601","9993","2026-11-04T16:29:00.000Z","A","1193"
"5602","9997","2025-08-13T07:09:00.000Z","C","1197"
"5603","10002","2025-06-08T09:45:00.000Z","C","1202"
"5604","10003","2024-07-08T01:19:00.000Z","A","1203"
"5605","10004","2026-06-30T20:55:00.000Z","C","1204"
"5606","10006","2026-01-09T01:26:00.000Z","A","1206"
"5607","10007","2026-05-22T14:52:00.000Z","A","1207"
"5608","10012","2025-08-29T12:08:00.000Z","C","1212"
"5609","10014","2026-10-09T02:19:00.000Z","A","1214"
"5610","10017","2025-06-29T15:36:00.000Z","A","1217"
"5611","10019","2026-09-01T18:44:00.000Z","A","1219"
"5612","10020","2025-06-27T00:40:00.000Z","C","1220"
"5613","10021","2024-12-09T09:44:00.000Z","C","1221"
"5614","10022","2024-04-19T23:36:00.000Z","A","1222"
