"ArrestSurrenderID","CaseMasterID","ArrestSurrenderTypeID","ArrestSurrenderDate","ArrestSurrenderStateId","ArrestSurrenderDistrictId","PoliceStationID","IOID","CourtID","AccusedMasterID","IsAccused","IsComplainantAccused"
"4247","10130","1","2026-06-04","29","30","3007","1330","530","10004","1","0"
"4248","10132","1","2026-12-30","29","4","401","1332","504","10007","1","0"
"4249","10134","1","2024-02-04","29","21","2101","1334","521","10008","1","0"
"4250","10142","1","2025-01-29","29","3","303","1342","503","10014","1","0"
"4251","10143","1","2026-09-24","29","13","1304","1343","513","10017","1","0"
"4252","10147","1","2026-01-22","29","10","1007","1347","510","10022","1","0"
"4253","10149","1","2026-03-21","29","19","1905","1349","519","10025","1","0"
"4254","10150","1","2025-08-18","29","10","1005","1350","510","10027","1","0"
"4255","10150","1","2025-08-31","29","10","1005","1350","510","10028","1","0"
"4256","10151","1","2024-02-21","29","22","2204","1351","522","10029","1","0"
"4257","10155","1","2025-09-17","29","7","703","1355","507","10034","1","0"
"4258","10156","1","2024-12-21","29","12","1203","1356","512","10035","1","0"
"4259","10163","1","2026-03-23","29","10","1003","1363","510","10043","1","0"
"4260","10163","1","2026-03-28","29","10","1003","1363","510","10044","1","0"
"4261","10163","1","2026-04-08","29","10","1003","1363","510","10045","1","0"
"4262","10164","1","2026-03-24","29","13","1302","1364","513","10046","1","0"
"4263","10164","1","2026-04-01","29","13","1302","1364","513","10047","1","0"
"4264","10167","1","2024-09-26","29","24","2406","1367","524","10048","1","0"
"4265","10173","1","2024-09-08","29","9","908","1373","509","10054","1","0"
"4266","10176","1","2026-08-15","29","12","1203","1376","512","10058","1","0"
"4267","10179","1","2027-01-10","29","25","2501","1379","525","10060","1","0"
"4268","10181","1","2024-02-11","29","2","205","1381","502","10062","1","0"
"4269","10184","1","2024-08-12","29","6","606","1384","506","10066","1","0"
"4270","10189","1","2025-08-17","29","17","1702","1389","517","10069","1","0"
"4271","10191","1","2026-11-05","29","11","1107","1391","511","10070","1","0"
"4272","10192","1","2025-10-13","29","29","2903","1392","529","10073","1","0"
"4273","10192","1","2025-10-04","29","29","2903","1392","529","10074","1","0"
"4274","10193","1","2025-11-21","29","13","1306","1393","513","10075","1","0"
"4275","10197","1","2025-11-22","29","10","1007","1397","510","10079","1","0"
"4276","10198","1","2026-08-28","29","14","1407","1398","514","10082","1","0"
"4277","10202","1","2024-04-25","29","1","103","1402","501","10087","1","0"
"4278","10204","1","2025-07-31","29","29","2904","1404","529","10089","1","0"
"4279","10204","1","2025-07-31","29","29","2904","1404","529","10090","1","0"
"4280","10205","1","2026-06-23","29","29","2908","1405","529","10091","1","0"
"4281","10206","1","2026-12-31","29","11","1105","1406","511","10092","1","0"
"4282","10207","1","2024-05-31","29","10","1005","1407","510","10095","1","0"
"4283","10207","1","2024-05-31","29","10","1005","1407","510","10096","1","0"
"4284","10207","1","2024-06-07","29","10","1005","1407","510","10097","1","0"
"4285","10208","1","2025-07-25","29","11","1106","1408","511","10098","1","0"
"4286","10210","1","2024-10-25","29","25","2507","1410","525","10099","1","0"
"4287","10211","1","2024-09-10","29","30","3006","1411","530","10100","1","0"
"4288","10211","1","2024-09-07","29","30","3006","1411","530","10102","1","0"
"4289","10212","1","2025-12-04","29","21","2104","1412","521","10103","1","0"
"4290","10215","1","2025-11-09","29","30","3003","1415","530","10104","1","0"
"4291","10216","1","2025-12-01","29","6","608","1416","506","10105","1","0"
"4292","10217","1","2024-06-07","29","31","3104","1417","531","10108","1","0"
"4293","10217","1","2024-06-18","29","31","3104","1417","531","10109","1","0"
"4294","10219","1","2026-02-24","29","15","1501","1419","515","10111","1","0"
"4295","10219","1","2026-03-15","29","15","1501","1419","515","10113","1","0"
"4296","10222","1","2026-07-29","29","2","201","1422","502","10115","1","0"
"4297","10222","1","2026-07-15","29","2","201","1422","502","10116","1","0"
"4298","10223","1","2024-02-24","29","24","2403","1423","524","10117","1","0"
"4299","10230","1","2024-02-07","29","20","2007","1430","520","10127","1","0"
"4300","10232","1","2026-07-15","29","5","503","1432","505","10131","1","0"
"4301","10234","1","2024-05-13","29","15","1508","1434","515","10133","1","0"
"4302","10234","1","2024-05-21","29","15","1508","1434","515","10134","1","0"
"4303","10234","1","2024-05-19","29","15","1508","1434","515","10135","1","0"
"4304","10241","1","2024-02-09","29","3","303","1441","503","10140","1","0"
"4305","10248","1","2024-05-09","29","10","1001","1448","510","10144","1","0"
"4306","10250","1","2025-09-30","29","30","3004","1450","530","10147","1","0"
"4307","10255","1","2025-07-29","29","5","502","1455","505","10154","1","0"
"4308","10257","1","2026-01-19","29","9","904","1457","509","10156","1","0"
"4309","10260","1","2024-05-17","29","4","405","1460","504","10158","1","0"
"4310","10263","1","2024-11-04","29","23","2303","1463","523","10160","1","0"
"4311","10270","1","2026-07-06","29","5","502","1470","505","10164","1","0"
"4312","10271","1","2026-05-30","29","15","1506","1471","515","10165","1","0"
"4313","10272","1","2027-01-04","29","7","704","1472","507","10166","1","0"
"4314","10272","1","2027-01-05","29","7","704","1472","507","10167","1","0"
"4315","10278","1","2026-11-13","29","21","2108","1478","521","10170","1","0"
"4316","10282","1","2025-09-21","29","26","2606","1482","526","10172","1","0"
"4317","10290","1","2025-02-07","29","26","2602","1490","526","10175","1","0"
"4318","10297","1","2026-03-17","29","25","2504","1497","525","10181","1","0"
"4319","10300","1","2024-07-13","29","22","2205","1500","522","10183","1","0"
"4320","10300","1","2024-07-15","29","22","2205","1500","522","10184","1","0"
"4321","10301","1","2025-02-15","29","20","2003","1501","520","10185","1","0"
"4322","10302","1","2025-02-27","29","26","2608","1502","526","10186","1","0"
"4323","10305","1","2026-12-16","29","25","2508","1505","525","10188","1","0"
"4324","10306","1","2025-12-02","29","30","3003","1506","530","10189","1","0"
"4325","10306","1","2025-12-01","29","30","3003","1506","530","10190","1","0"
"4326","10307","1","2024-09-19","29","15","1501","1507","515","10194","1","0"
"4327","10309","1","2024-06-16","29","21","2105","1509","521","10195","1","0"
"4328","10309","1","2024-06-22","29","21","2105","1509","521","10196","1","0"
"4329","10309","1","2024-06-17","29","21","2105","1509","521","10197","1","0"
"4330","10312","1","2026-09-22","29","24","2401","1512","524","10198","1","0"
"4331","10313","1","2025-02-24","29","6","604","1513","506","10200","1","0"
"4332","10315","1","2025-10-09","29","17","1702","1515","517","10203","1","0"
"4333","10317","1","2026-06-27","29","13","1305","1517","513","10205","1","0"
"4334","10320","1","2024-06-15","29","6","602","1520","506","10206","1","0"
"4335","10323","1","2026-09-03","29","16","1608","1523","516","10209","1","0"
"4336","10323","1","2026-08-22","29","16","1608","1523","516","10210","1","0"
"4337","10327","1","2026-09-28","29","7","703","1527","507","10211","1","0"
"4338","10328","1","2026-07-03","29","18","1802","1528","518","10213","1","0"
"4339","10331","1","2024-08-27","29","1","106","1531","501","10215","1","0"
"4340","10332","1","2025-02-01","29","4","405","1532","504","10216","1","0"
"4341","10335","1","2026-12-04","29","27","2705","1535","527","10217","1","0"
"4342","10339","1","2025-08-27","29","21","2103","1539","521","10220","1","0"
"4343","10340","1","2026-03-14","29","23","2303","1540","523","10222","1","0"
"4344","10346","1","2025-03-24","29","29","2908","1546","529","10231","1","0"
"4345","10346","1","2025-04-05","29","29","2908","1546","529","10232","1","0"
"4346","10350","1","2024-12-11","29","31","3104","1550","531","10235","1","0"
"4347","10352","1","2026-07-12","29","4","404","1552","504","10236","1","0"
"4348","10353","1","2024-04-15","29","4","402","1553","504","10237","1","0"
"4349","10363","1","2025-01-04","29","1","105","1563","501","10244","1","0"
"4350","10367","1","2025-01-11","29","13","1302","1567","513","10247","1","0"
"4351","10370","1","2026-06-26","29","29","2903","1570","529","10249","1","0"
"4352","10375","1","2024-11-03","29","22","2204","1575","522","10253","1","0"
"4353","10376","1","2026-05-20","29","24","2408","1576","524","10256","1","0"
"4354","10378","1","2026-09-27","29","31","3107","1578","531","10258","1","0"
"4355","10381","1","2026-09-06","29","2","207","1581","502","10262","1","0"
"4356","10385","1","2026-07-16","29","22","2208","1585","522","10264","1","0"
"4357","10385","1","2026-07-14","29","22","2208","1585","522","10265","1","0"
"4358","10390","1","2025-11-29","29","26","2604","1590","526","10270","1","0"
"4359","10390","1","2025-12-11","29","26","2604","1590","526","10271","1","0"
"4360","10392","1","2025-07-20","29","15","1506","1592","515","10272","1","0"
"4361","10393","1","2025-09-25","29","30","3003","1593","530","10273","1","0"
"4362","10393","1","2025-10-05","29","30","3003","1593","530","10274","1","0"
"4363","10394","1","2026-05-20","29","25","2503","1594","525","10276","1","0"
"4364","10394","1","2026-05-27","29","25","2503","1594","525","10277","1","0"
"4365","10394","1","2026-05-27","29","25","2503","1594","525","10278","1","0"
"4366","10396","1","2024-06-15","29","22","2204","1596","522","10280","1","0"
"4367","10397","1","2025-04-19","29","9","903","1597","509","10281","1","0"
"4368","10397","1","2025-04-16","29","9","903","1597","509","10283","1","0"
"4369","10398","1","2026-01-22","29","25","2502","1598","525","10285","1","0"
"4370","10404","1","2024-07-12","29","3","304","1604","503","10290","1","0"
"4371","10404","1","2024-07-17","29","3","304","1604","503","10291","1","0"
"4372","10407","1","2025-03-07","29","10","1001","1607","510","10292","1","0"
"4373","10407","1","2025-03-10","29","10","1001","1607","510","10293","1","0"
"4374","10408","1","2024-02-02","29","15","1505","1608","515","10296","1","0"
"4375","10409","1","2024-04-14","29","15","1504","1609","515","10298","1","0"
"4376","10412","1","2025-02-23","29","10","1001","1612","510","10301","1","0"
"4377","10412","1","2025-02-20","29","10","1001","1612","510","10302","1","0"
"4378","10412","1","2025-03-04","29","10","1001","1612","510","10303","1","0"
"4379","10414","1","2025-01-31","29","3","302","1614","503","10305","1","0"
"4380","10419","1","2024-06-08","29","28","2808","1619","528","10310","1","0"
"4381","10419","1","2024-06-25","29","28","2808","1619","528","10311","1","0"
"4382","10420","1","2026-11-28","29","6","602","1620","506","10312","1","0"
"4383","10420","1","2026-12-09","29","6","602","1620","506","10313","1","0"
"4384","10420","1","2026-12-01","29","6","602","1620","506","10314","1","0"
"4385","10421","1","2026-12-30","29","10","1004","1621","510","10315","1","0"
"4386","10429","1","2026-06-01","29","8","807","1629","508","10320","1","0"
"4387","10430","1","2024-10-22","29","16","1608","1630","516","10322","1","0"
"4388","10431","1","2026-01-14","29","31","3101","1631","531","10324","1","0"
"4389","10433","1","2025-04-11","29","10","1004","1633","510","10325","1","0"
"4390","10436","1","2026-09-05","29","15","1504","1636","515","10329","1","0"
"4391","10441","1","2025-12-12","29","5","501","1641","505","10334","1","0"
"4392","10442","1","2025-03-26","29","16","1606","1642","516","10335","1","0"
"4393","10444","1","2025-03-10","29","5","507","1644","505","10336","1","0"
"4394","10447","1","2026-09-12","29","16","1606","1647","516","10340","1","0"
"4395","10448","1","2025-09-21","29","4","406","1648","504","10341","1","0"
"4396","10451","1","2026-01-21","29","18","1808","1651","518","10346","1","0"
"4397","10451","1","2026-01-20","29","18","1808","1651","518","10347","1","0"
"4398","10452","1","2025-03-23","29","17","1706","1652","517","10349","1","0"
"4399","10453","1","2024-07-01","29","9","901","1653","509","10350","1","0"
"4400","10457","1","2026-09-28","29","12","1207","1657","512","10354","1","0"
"4401","10459","1","2026-04-29","29","23","2308","1659","523","10356","1","0"
"4402","10465","1","2024-06-05","29","20","2001","1665","520","10360","1","0"
"4403","10468","1","2024-01-07","29","24","2407","1668","524","10361","1","0"
"4404","10471","1","2024-12-27","29","16","1605","1671","516","10364","1","0"
"4405","10479","1","2024-05-31","29","7","704","1679","507","10370","1","0"
"4406","10480","1","2025-08-26","29","22","2206","1680","522","10374","1","0"
"4407","10482","1","2025-08-11","29","27","2704","1682","527","10376","1","0"
"4408","10484","1","2025-02-16","29","29","2902","1684","529","10377","1","0"
"4409","10487","1","2024-07-10","29","10","1007","1687","510","10383","1","0"
"4410","10488","1","2025-06-29","29","26","2602","1688","526","10384","1","0"
"4411","10491","1","2024-08-01","29","1","103","1691","501","10386","1","0"
"4412","10492","1","2025-11-05","29","21","2105","1692","521","10387","1","0"
"4413","10492","1","2025-11-02","29","21","2105","1692","521","10388","1","0"
"4414","10499","1","2026-08-21","29","15","1507","1699","515","10394","1","0"
"4415","10500","1","2025-01-18","29","20","2006","1000","520","10395","1","0"
"4416","10502","1","2026-04-05","29","27","2708","1002","527","10399","1","0"
"4417","10502","1","2026-03-29","29","27","2708","1002","527","10400","1","0"
"4418","10507","1","2026-02-24","29","16","1608","1007","516","10402","1","0"
"4419","10510","1","2025-11-21","29","27","2708","1010","527","10403","1","0"
"4420","10510","1","2025-11-08","29","27","2708","1010","527","10404","1","0"
"4421","10514","1","2024-07-03","29","31","3104","1014","531","10405","1","0"
"4422","10515","1","2026-10-20","29","30","3002","1015","530","10408","1","0"
"4423","10521","1","2024-03-08","29","6","605","1021","506","10409","1","0"
"4424","10523","1","2025-01-31","29","2","201","1023","502","10410","1","0"
"4425","10524","1","2026-06-27","29","18","1802","1024","518","10411","1","0"
"4426","10528","1","2024-03-02","29","4","405","1028","504","10416","1","0"
"4427","10530","1","2025-08-28","29","8","806","1030","508","10417","1","0"
"4428","10533","1","2025-01-09","29","19","1901","1033","519","10418","1","0"
"4429","10533","1","2025-01-06","29","19","1901","1033","519","10419","1","0"
"4430","10534","1","2025-10-24","29","1","103","1034","501","10420","1","0"
"4431","10536","1","2025-12-20","29","29","2904","1036","529","10423","1","0"
"4432","10538","1","2025-09-19","29","3","303","1038","503","10427","1","0"
"4433","10539","1","2024-07-14","29","23","2303","1039","523","10428","1","0"
"4434","10544","1","2024-08-29","29","28","2801","1044","528","10431","1","0"
"4435","10545","1","2025-06-25","29","7","708","1045","507","10433","1","0"
"4436","10551","1","2025-07-10","29","12","1207","1051","512","10436","1","0"
"4437","10553","1","2025-06-17","29","15","1502","1053","515","10439","1","0"
"4438","10556","1","2025-11-25","29","12","1205","1056","512","10442","1","0"
"4439","10559","1","2026-04-30","29","5","504","1059","505","10447","1","0"
"4440","10560","1","2026-02-18","29","8","804","1060","508","10449","1","0"
"4441","10562","1","2026-08-28","29","17","1708","1062","517","10451","1","0"
"4442","10572","1","2025-04-05","29","14","1408","1072","514","10457","1","0"
"4443","10579","1","2025-05-16","29","23","2305","1079","523","10463","1","0"
"4444","10582","1","2026-05-12","29","22","2206","1082","522","10466","1","0"
"4445","10582","1","2026-05-14","29","22","2206","1082","522","10467","1","0"
"4446","10582","1","2026-05-12","29","22","2206","1082","522","10468","1","0"
"4447","10585","1","2024-04-23","29","26","2603","1085","526","10469","1","0"
"4448","10587","1","2025-07-16","29","17","1705","1087","517","10471","1","0"
"4449","10590","1","2024-04-03","29","12","1207","1090","512","10473","1","0"
"4450","10592","1","2024-03-30","29","15","1501","1092","515","10477","1","0"
"4451","10595","1","2026-02-17","29","24","2405","1095","524","10479","1","0"
"4452","10596","1","2026-08-23","29","10","1008","1096","510","10480","1","0"
"4453","10598","1","2026-01-05","29","29","2902","1098","529","10483","1","0"
"4454","10599","1","2026-12-11","29","28","2802","1099","528","10485","1","0"
"4455","10600","1","2025-07-16","29","26","2606","1100","526","10486","1","0"
"4456","10602","1","2024-11-02","29","18","1802","1102","518","10490","1","0"
"4457","10603","1","2025-02-10","29","29","2902","1103","529","10491","1","0"
"4458","10605","1","2024-12-23","29","30","3001","1105","530","10492","1","0"
"4459","10612","1","2026-10-08","29","27","2701","1112","527","10497","1","0"
"4460","10616","1","2024-08-07","29","17","1708","1116","517","10503","1","0"
"4461","10618","1","2026-11-28","29","21","2104","1118","521","10505","1","0"
"4462","10619","1","2024-09-30","29","20","2002","1119","520","10506","1","0"
"4463","10622","1","2026-07-24","29","9","902","1122","509","10509","1","0"
"4464","10627","1","2024-07-01","29","10","1001","1127","510","10510","1","0"
"4465","10630","1","2025-12-23","29","4","404","1130","504","10512","1","0"
"4466","10636","1","2024-04-10","29","1","102","1136","501","10515","1","0"
"4467","10646","1","2025-10-01","29","13","1303","1146","513","10522","1","0"
"4468","10646","1","2025-10-11","29","13","1303","1146","513","10523","1","0"
"4469","10646","1","2025-09-22","29","13","1303","1146","513","10524","1","0"
"4470","10649","1","2024-03-13","29","25","2504","1149","525","10527","1","0"
"4471","10652","1","2024-04-25","29","10","1006","1152","510","10532","1","0"
"4472","10655","1","2026-12-02","29","11","1103","1155","511","10536","1","0"
"4473","10656","1","2024-11-15","29","5","501","1156","505","10537","1","0"
"4474","10656","1","2024-11-30","29","5","501","1156","505","10538","1","0"
"4475","10656","1","2024-11-30","29","5","501","1156","505","10539","1","0"
"4476","10660","1","2025-07-15","29","6","603","1160","506","10542","1","0"
"4477","10661","1","2026-11-16","29","16","1601","1161","516","10543","1","0"
"4478","10668","1","2026-06-18","29","24","2402","1168","524","10549","1","0"
"4479","10669","1","2025-06-22","29","14","1407","1169","514","10550","1","0"
"4480","10672","1","2026-12-30","29","29","2905","1172","529","10554","1","0"
"4481","10676","1","2025-09-28","29","18","1803","1176","518","10557","1","0"
"4482","10680","1","2025-10-29","29","1","103","1180","501","10559","1","0"
"4483","10683","1","2025-01-21","29","17","1707","1183","517","10562","1","0"
"4484","10683","1","2025-01-23","29","17","1707","1183","517","10563","1","0"
"4485","10686","1","2026-12-03","29","14","1402","1186","514","10565","1","0"
"4486","10694","1","2026-01-19","29","1","103","1194","501","10572","1","0"
"4487","10695","1","2024-03-02","29","24","2408","1195","524","10574","1","0"
"4488","10697","1","2024-09-20","29","22","2204","1197","522","10578","1","0"
"4489","10705","1","2024-07-26","29","20","2005","1205","520","10587","1","0"
"4490","10705","1","2024-07-25","29","20","2005","1205","520","10588","1","0"
"4491","10709","1","2026-03-31","29","25","2503","1209","525","10591","1","0"
"4492","10718","1","2026-08-13","29","22","2206","1218","522","10595","1","0"
"4493","10718","1","2026-08-09","29","22","2206","1218","522","10596","1","0"
"4494","10718","1","2026-08-14","29","22","2206","1218","522","10597","1","0"
"4495","10720","1","2024-03-26","29","14","1406","1220","514","10600","1","0"
"4496","10721","1","2024-06-16","29","4","407","1221","504","10601","1","0"
"4497","10722","1","2026-10-05","29","23","2305","1222","523","10602","1","0"
"4498","10723","1","2024-11-01","29","28","2808","1223","528","10603","1","0"
"4499","10723","1","2024-10-21","29","28","2808","1223","528","10605","1","0"
"4500","10733","1","2026-11-14","29","27","2703","1233","527","10614","1","0"
"4501","10734","1","2026-10-23","29","9","906","1234","509","10615","1","0"
"4502","10737","1","2025-11-04","29","4","403","1237","504","10617","1","0"
"4503","10739","1","2026-01-30","29","17","1703","1239","517","10620","1","0"
"4504","10742","1","2025-07-24","29","28","2801","1242","528","10622","1","0"
"4505","10745","1","2026-10-14","29","2","202","1245","502","10623","1","0"
"4506","10747","1","2024-11-14","29","28","2801","1247","528","10626","1","0"
"4507","10751","1","2025-05-25","29","29","2901","1251","529","10629","1","0"
"4508","10756","1","2024-09-05","29","29","2906","1256","529","10632","1","0"
"4509","10758","1","2025-09-03","29","2","201","1258","502","10633","1","0"
"4510","10759","1","2024-09-17","29","13","1308","1259","513","10634","1","0"
"4511","10761","1","2026-03-06","29","6","602","1261","506","10636","1","0"
"4512","10765","1","2025-02-17","29","13","1308","1265","513","10638","1","0"
"4513","10766","1","2025-12-28","29","12","1208","1266","512","10639","1","0"
"4514","10768","1","2025-04-13","29","4","402","1268","504","10641","1","0"
"4515","10770","1","2024-10-17","29","2","206","1270","502","10643","1","0"
"4516","10774","1","2025-07-15","29","2","201","1274","502","10645","1","0"
"4517","10774","1","2025-07-21","29","2","201","1274","502","10647","1","0"
"4518","10775","1","2025-12-02","29","13","1303","1275","513","10648","1","0"
"4519","10778","1","2025-04-09","29","13","1307","1278","513","10650","1","0"
"4520","10780","1","2024-10-06","29","13","1305","1280","513","10651","1","0"
"4521","10781","1","2024-01-29","29","30","3007","1281","530","10652","1","0"
"4522","10782","1","2024-12-27","29","8","801","1282","508","10653","1","0"
"4523","10782","1","2024-12-17","29","8","801","1282","508","10655","1","0"
"4524","10783","1","2025-10-01","29","15","1504","1283","515","10656","1","0"
"4525","10785","1","2025-10-24","29","18","1803","1285","518","10657","1","0"
"4526","10789","1","2025-08-23","29","6","606","1289","506","10662","1","0"
"4527","10793","1","2024-10-27","29","26","2606","1293","526","10667","1","0"
"4528","10800","1","2026-05-04","29","17","1704","1300","517","10673","1","0"
"4529","10806","1","2026-03-07","29","2","208","1306","502","10677","1","0"
"4530","10810","1","2025-11-10","29","22","2208","1310","522","10680","1","0"
"4531","10811","1","2025-07-19","29","28","2802","1311","528","10682","1","0"
"4532","10813","1","2026-03-22","29","23","2302","1313","523","10683","1","0"
"4533","10815","1","2025-01-03","29","17","1704","1315","517","10685","1","0"
"4534","10815","1","2025-01-02","29","17","1704","1315","517","10686","1","0"
"4535","10817","1","2025-10-02","29","27","2708","1317","527","10687","1","0"
"4536","10820","1","2026-06-26","29","2","207","1320","502","10688","1","0"
"4537","10823","1","2026-05-20","29","20","2006","1323","520","10691","1","0"
"4538","10826","1","2024-06-03","29","1","101","1326","501","10693","1","0"
"4539","10829","1","2024-10-23","29","2","205","1329","502","10696","1","0"
"4540","10833","1","2025-10-18","29","28","2802","1333","528","10699","1","0"
"4541","10835","1","2026-10-11","29","4","405","1335","504","10701","1","0"
"4542","10836","1","2025-11-24","29","22","2202","1336","522","10704","1","0"
"4543","10842","1","2025-01-18","29","2","201","1342","502","10712","1","0"
"4544","10845","1","2025-10-15","29","17","1706","1345","517","10715","1","0"
"4545","10847","1","2024-10-24","29","27","2702","1347","527","10717","1","0"
"4546","10848","1","2024-11-06","29","1","102","1348","501","10718","1","0"
"4547","10849","1","2025-08-26","29","14","1401","1349","514","10719","1","0"
"4548","10855","1","2025-11-08","29","22","2202","1355","522","10722","1","0"
"4549","10855","1","2025-11-16","29","22","2202","1355","522","10724","1","0"
"4550","10858","1","2025-02-07","29","12","1208","1358","512","10726","1","0"
"4551","10862","1","2024-09-09","29","3","304","1362","503","10728","1","0"
"4552","10864","1","2026-05-30","29","10","1003","1364","510","10731","1","0"
"4553","10864","1","2026-06-03","29","10","1003","1364","510","10732","1","0"
"4554","10865","1","2026-09-30","29","27","2704","1365","527","10735","1","0"
"4555","10868","1","2025-07-29","29","3","301","1368","503","10737","1","0"
"4556","10873","1","2024-04-07","29","25","2503","1373","525","10743","1","0"
"4557","10875","1","2025-11-21","29","30","3001","1375","530","10747","1","0"
"4558","10876","1","2026-10-03","29","25","2503","1376","525","10748","1","0"
"4559","10876","1","2026-10-06","29","25","2503","1376","525","10749","1","0"
"4560","10879","1","2025-12-24","29","18","1806","1379","518","10750","1","0"
"4561","10883","1","2024-09-24","29","11","1101","1383","511","10753","1","0"
"4562","10883","1","2024-10-03","29","11","1101","1383","511","10754","1","0"
"4563","10884","1","2026-01-17","29","6","607","1384","506","10755","1","0"
"4564","10889","1","2025-10-07","29","28","2804","1389","528","10759","1","0"
"4565","10890","1","2024-11-19","29","25","2508","1390","525","10760","1","0"
"4566","10890","1","2024-11-21","29","25","2508","1390","525","10761","1","0"
"4567","10898","1","2025-08-22","29","12","1205","1398","512","10764","1","0"
"4568","10899","1","2024-09-18","29","21","2105","1399","521","10765","1","0"
"4569","10901","1","2026-03-26","29","29","2902","1401","529","10767","1","0"
"4570","10906","1","2024-04-01","29","11","1108","1406","511","10773","1","0"
"4571","10910","1","2024-02-27","29","18","1804","1410","518","10777","1","0"
"4572","10915","1","2025-07-20","29","10","1004","1415","510","10784","1","0"
"4573","10916","1","2025-06-29","29","16","1607","1416","516","10786","1","0"
"4574","10916","1","2025-07-04","29","16","1607","1416","516","10787","1","0"
"4575","10920","1","2026-03-29","29","26","2601","1420","526","10789","1","0"
"4576","10923","1","2024-10-12","29","12","1202","1423","512","10792","1","0"
"4577","10925","1","2025-11-18","29","2","203","1425","502","10793","1","0"
"4578","10926","1","2026-02-21","29","19","1908","1426","519","10795","1","0"
"4579","10944","1","2025-07-22","29","29","2904","1444","529","10805","1","0"
"4580","10946","1","2025-02-16","29","22","2205","1446","522","10807","1","0"
"4581","10947","1","2024-05-18","29","2","208","1447","502","10808","1","0"
"4582","10947","1","2024-05-12","29","2","208","1447","502","10809","1","0"
"4583","10948","1","2026-08-23","29","22","2203","1448","522","10810","1","0"
"4584","10948","1","2026-08-31","29","22","2203","1448","522","10812","1","0"
"4585","10950","1","2025-03-24","29","28","2806","1450","528","10814","1","0"
"4586","10953","1","2025-05-17","29","28","2803","1453","528","10818","1","0"
"4587","10954","1","2026-06-29","29","31","3103","1454","531","10819","1","0"
"4588","10955","1","2025-03-24","29","30","3004","1455","530","10820","1","0"
"4589","10960","1","2025-09-29","29","10","1002","1460","510","10823","1","0"
"4590","10964","1","2026-10-12","29","18","1804","1464","518","10827","1","0"
"4591","10965","1","2026-06-13","29","10","1008","1465","510","10828","1","0"
"4592","10965","1","2026-06-13","29","10","1008","1465","510","10830","1","0"
"4593","10966","1","2025-05-15","29","26","2604","1466","526","10831","1","0"
"4594","10968","1","2024-08-19","29","7","707","1468","507","10833","1","0"
"4595","10971","1","2024-03-09","29","7","702","1471","507","10835","1","0"
"4596","10972","1","2026-02-03","29","2","208","1472","502","10837","1","0"
"4597","10972","1","2026-02-08","29","2","208","1472","502","10839","1","0"
"4598","10981","1","2024-11-09","29","29","2904","1481","529","10845","1","0"
"4599","10987","1","2026-03-22","29","2","205","1487","502","10848","1","0"
"4600","10989","1","2024-03-22","29","29","2908","1489","529","10849","1","0"
"4601","10989","1","2024-03-24","29","29","2908","1489","529","10850","1","0"
"4602","10994","1","2025-11-21","29","15","1503","1494","515","10854","1","0"
"4603","10996","1","2024-03-03","29","28","2801","1496","528","10855","1","0"
"4604","10996","1","2024-03-06","29","28","2801","1496","528","10856","1","0"
"4605","10996","1","2024-02-29","29","28","2801","1496","528","10857","1","0"
"4606","10999","1","2024-11-24","29","13","1302","1499","513","10859","1","0"
"4607","10999","1","2024-12-01","29","13","1302","1499","513","10860","1","0"
"4608","11000","1","2025-11-14","29","30","3008","1500","530","10861","1","0"
"4609","11000","1","2025-11-09","29","30","3008","1500","530","10862","1","0"
"4610","11003","1","2024-02-15","29","10","1007","1503","510","10864","1","0"
"4611","11004","1","2024-07-21","29","27","2705","1504","527","10865","1","0"
"4612","11005","1","2025-03-02","29","11","1103","1505","511","10868","1","0"
"4613","11005","1","2025-02-15","29","11","1103","1505","511","10869","1","0"
"4614","11007","1","2026-02-20","29","13","1302","1507","513","10871","1","0"
"4615","11008","1","2026-11-23","29","17","1706","1508","517","10872","1","0"
"4616","11009","1","2025-02-21","29","22","2205","1509","522","10873","1","0"
"4617","11014","1","2024-06-09","29","16","1607","1514","516","10877","1","0"
"4618","11014","1","2024-06-05","29","16","1607","1514","516","10878","1","0"
"4619","11019","1","2025-11-13","29","9","906","1519","509","10880","1","0"
"4620","11019","1","2025-11-10","29","9","906","1519","509","10882","1","0"
"4621","11020","1","2026-08-18","29","24","2406","1520","524","10883","1","0"
"4622","11022","1","2026-08-29","29","13","1304","1522","513","10885","1","0"
"4623","11023","1","2026-01-04","29","6","607","1523","506","10887","1","0"
"4624","11029","1","2025-05-23","29","30","3001","1529","530","10891","1","0"
"4625","11030","1","2025-09-01","29","30","3007","1530","530","10892","1","0"
"4626","11037","1","2024-04-01","29","15","1508","1537","515","10899","1","0"
"4627","11039","1","2025-02-23","29","23","2302","1539","523","10900","1","0"
"4628","11041","1","2025-02-26","29","15","1503","1541","515","10901","1","0"
"4629","11045","1","2026-10-19","29","29","2902","1545","529","10907","1","0"
"4630","11047","1","2026-12-10","29","5","503","1547","505","10909","1","0"
"4631","11048","1","2026-02-08","29","17","1707","1548","517","10911","1","0"
"4632","11049","1","2024-07-05","29","23","2306","1549","523","10913","1","0"
"4633","11054","1","2026-05-24","29","15","1506","1554","515","10916","1","0"
"4634","11057","1","2024-11-24","29","15","1501","1557","515","10918","1","0"
