"CaseMasterID","CrimeNo","CaseNo","CrimeRegisteredDate","PolicePersonID","PoliceStationID","CaseCategoryID","GravityOffenceID","CrimeMajorHeadID","CrimeMinorHeadID","CaseStatusID","CourtID","IncidentFromDate","IncidentToDate","InfoReceivedPSDate","latitude","longitude","BriefFacts"
"4922","100303005202404922","202404922","2024-05-01","1022","3005","1","2","1","1","2","530","2024-05-01T21:30:00.000Z","2024-05-02T02:30:00.000Z","2024-05-01T22:30:00.000Z","16.7881906","77.2373079","Burglary reported near Yadgir Market PS. Vehicle KA-02-MG-1115 seen. Night-time MO. Evidence and witness inputs available for AI review."
"4923","100232307202404923","202404923","2024-09-23","1023","2307","1","1","4","7","1","523","2024-09-23T09:53:00.000Z","2024-09-23T12:53:00.000Z","2024-09-23T10:53:00.000Z","16.3084136","77.2284520","Drug Distribution reported near Raichur Cyber PS. Evidence and witness inputs available for AI review."
"4924","100313101202404924","202404924","2024-03-10","1024","3101","1","1","6","10","2","531","2024-03-10T00:22:00.000Z","2024-03-10T03:22:00.000Z","2024-03-10T01:22:00.000Z","15.2934263","76.4511511","Robbery reported near Vijayanagara Central PS. Vehicle KA-20-MO-1140 seen. Evidence and witness inputs available for AI review."
"4925","100161601202404925","202404925","2024-03-07","1025","1601","1","2","1","2","1","516","2024-03-07T12:42:00.000Z","2024-03-07T16:42:00.000Z","2024-03-07T13:42:00.000Z","14.8351597","75.5491044","Vehicle Theft reported near Haveri Central PS. Evidence and witness inputs available for AI review."
"4926","100191908202604926","202604926","2026-05-17","1026","1908","1","1","6","9","1","519","2026-05-17T21:45:00.000Z","2026-05-17T22:45:00.000Z","2026-05-17T22:45:00.000Z","13.1286978","77.9076749","Assault reported near Kolar Women PS. Night-time MO. Evidence and witness inputs available for AI review."
"4927","100202005202404927","202404927","2024-12-24","1027","2005","1","1","6","10","1","520","2024-12-24T03:42:00.000Z","2024-12-24T08:42:00.000Z","2024-12-24T04:42:00.000Z","15.1303610","76.3877624","Robbery reported near Koppal Market PS. Evidence and witness inputs available for AI review."
"4928","100202002202604928","202604928","2026-08-01","1028","2002","1","1","6","9","1","520","2026-08-01T03:52:00.000Z","2026-08-01T06:52:00.000Z","2026-08-01T04:52:00.000Z","15.4829043","75.9704396","Assault reported near Koppal South PS. Evidence and witness inputs available for AI review."
"4929","100313106202404929","202404929","2024-01-13","1029","3106","1","2","3","6","2","531","2024-01-13T12:44:00.000Z","2024-01-13T17:44:00.000Z","2024-01-13T13:44:00.000Z","15.1953030","76.5172160","Loan App Fraud reported near Vijayanagara Traffic PS. Vehicle KA-02-MG-1115 seen. Evidence and witness inputs available for AI review."
"4930","100030304202404930","202404930","2024-06-01","1030","304","1","2","1","3","2","503","2024-06-01T18:22:00.000Z","2024-06-01T21:22:00.000Z","2024-06-01T19:22:00.000Z","15.9965926","74.7361409","Chain Snatching reported near Belagavi Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"4931","100262603202504931","202504931","2025-12-13","1031","2603","1","2","2","5","1","526","2025-12-13T17:27:00.000Z","2025-12-13T19:27:00.000Z","2025-12-13T18:27:00.000Z","13.1346763","76.9870218","Investment Scam reported near Tumakuru North PS. Vehicle KA-01-OL-1141 seen. Night-time MO. Evidence and witness inputs available for AI review."
"4932","100151505202604932","202604932","2026-06-14","1032","1505","1","1","4","7","1","515","2026-06-14T20:49:00.000Z","2026-06-14T22:49:00.000Z","2026-06-14T21:49:00.000Z","13.0305447","76.1855440","Drug Distribution reported near Hassan Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"4933","100151503202404933","202404933","2024-11-12","1033","1503","1","2","2","4","1","515","2024-11-12T05:35:00.000Z","2024-11-12T06:35:00.000Z","2024-11-12T06:35:00.000Z","12.8150706","75.9508678","UPI Fraud reported near Hassan North PS. Evidence and witness inputs available for AI review."
"4934","100141408202604934","202604934","2026-07-06","1034","1408","1","2","1","3","2","514","2026-07-06T20:35:00.000Z","2026-07-07T02:35:00.000Z","2026-07-06T21:35:00.000Z","15.6108023","75.5081051","Chain Snatching reported near Gadag Women PS. Night-time MO. Evidence and witness inputs available for AI review."
"4935","100020208202404935","202404935","2024-03-09","1035","208","1","1","4","7","1","502","2024-03-09T01:57:00.000Z","2024-03-09T05:57:00.000Z","2024-03-09T02:57:00.000Z","15.0379613","77.1205161","Drug Distribution reported near Ballari Women PS. Evidence and witness inputs available for AI review."
"4936","100020205202404936","202404936","2024-01-11","1036","205","1","2","3","6","1","502","2024-01-11T18:10:00.000Z","2024-01-12T00:10:00.000Z","2024-01-11T19:10:00.000Z","15.1293235","76.9044796","Loan App Fraud reported near Ballari Market PS. Vehicle KA-23-RT-1069 seen. Night-time MO. Evidence and witness inputs available for AI review."
"4937","100050508202404937","202404937","2024-11-08","1037","508","1","2","2","4","1","505","2024-11-08T19:56:00.000Z","2024-11-08T22:56:00.000Z","2024-11-08T20:56:00.000Z","13.0335323","77.7309696","UPI Fraud reported near Bengaluru Urban Women PS. Possible Market Corridor Group pattern. Night-time MO. Evidence and witness inputs available for AI review."
"4938","100272707202604938","202604938","2026-06-15","1038","2707","1","1","4","7","2","527","2026-06-15T06:56:00.000Z","2026-06-15T08:56:00.000Z","2026-06-15T07:56:00.000Z","13.5353532","74.4695971","Drug Distribution reported near Udupi Cyber PS. Vehicle KA-30-VZ-1257 seen. Evidence and witness inputs available for AI review."
"4939","100202002202604939","202604939","2026-06-15","1039","2002","1","1","5","8","2","520","2026-06-15T05:30:00.000Z","2026-06-15T10:30:00.000Z","2026-06-15T06:30:00.000Z","15.4502454","76.0290857","Harassment reported near Koppal South PS. Evidence and witness inputs available for AI review."
"4940","100050508202404940","202404940","2024-04-13","1040","508","1","1","5","8","1","505","2024-04-13T14:12:00.000Z","2024-04-13T15:12:00.000Z","2024-04-13T15:12:00.000Z","13.0746394","77.7494918","Harassment reported near Bengaluru Urban Women PS. Evidence and witness inputs available for AI review."
"4941","100090902202404941","202404941","2024-10-15","1041","902","1","2","2","4","1","509","2024-10-15T22:35:00.000Z","2024-10-16T02:35:00.000Z","2024-10-15T23:35:00.000Z","13.1529238","75.5936467","UPI Fraud reported near Chikkamagaluru South PS. Night-time MO. Evidence and witness inputs available for AI review."
"4942","100060604202404942","202404942","2024-07-23","1042","604","1","1","6","9","1","506","2024-07-23T21:22:00.000Z","2024-07-24T01:22:00.000Z","2024-07-23T22:22:00.000Z","17.7370428","77.5028658","Assault reported near Bidar Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"4943","100141401202404943","202404943","2024-02-24","1043","1401","1","2","2","4","2","514","2024-02-24T09:05:00.000Z","2024-02-24T10:05:00.000Z","2024-02-24T10:05:00.000Z","15.5010326","75.7557771","UPI Fraud reported near Gadag Central PS. Evidence and witness inputs available for AI review."
"4944","100040405202504944","202504944","2025-05-15","1044","405","1","2","1","1","1","504","2025-05-15T02:33:00.000Z","2025-05-15T04:33:00.000Z","2025-05-15T03:33:00.000Z","13.2589450","77.8320269","Burglary reported near Bengaluru Rural Market PS. Evidence and witness inputs available for AI review."
"4945","100080801202504945","202504945","2025-12-12","1045","801","1","1","6","10","1","508","2025-12-12T19:33:00.000Z","2025-12-13T00:33:00.000Z","2025-12-12T20:33:00.000Z","13.6594325","77.7215673","Robbery reported near Chikkaballapura Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"4946","100303007202404946","202404946","2024-09-12","1046","3007","1","2","1","1","2","530","2024-09-12T08:17:00.000Z","2024-09-12T14:17:00.000Z","2024-09-12T09:17:00.000Z","16.8881247","77.2189008","Burglary reported near Yadgir Cyber PS. Evidence and witness inputs available for AI review."
"4947","100080805202604947","202604947","2026-08-03","1047","805","1","2","3","6","1","508","2026-08-03T01:50:00.000Z","2026-08-03T02:50:00.000Z","2026-08-03T02:50:00.000Z","13.6112138","77.7833813","Loan App Fraud reported near Chikkaballapura Market PS. Evidence and witness inputs available for AI review."
"4948","100080806202604948","202604948","2026-12-01","1048","806","1","2","3","6","1","508","2026-12-01T11:20:00.000Z","2026-12-01T17:20:00.000Z","2026-12-01T12:20:00.000Z","13.2270080","77.8369344","Loan App Fraud reported near Chikkaballapura Traffic PS. Evidence and witness inputs available for AI review."
"4949","100202007202504949","202504949","2025-03-20","1049","2007","1","2","1","2","1","520","2025-03-20T04:44:00.000Z","2025-03-20T09:44:00.000Z","2025-03-20T05:44:00.000Z","15.4597520","76.0654011","Vehicle Theft reported near Koppal Cyber PS. Evidence and witness inputs available for AI review."
"4950","100191903202504950","202504950","2025-08-25","1050","1903","1","2","2","4","1","519","2025-08-25T05:14:00.000Z","2025-08-25T06:14:00.000Z","2025-08-25T06:14:00.000Z","13.0253244","78.1188585","UPI Fraud reported near Kolar North PS. Vehicle KA-01-XB-1180 seen. Evidence and witness inputs available for AI review."
"4951","100030303202504951","202504951","2025-10-06","1051","303","1","2","1","2","1","503","2025-10-06T21:47:00.000Z","2025-10-06T23:47:00.000Z","2025-10-06T22:47:00.000Z","15.7029599","74.4422535","Vehicle Theft reported near Belagavi North PS. Night-time MO. Evidence and witness inputs available for AI review."
"4952","100171708202404952","202404952","2024-07-21","1052","1708","1","2","1","3","2","517","2024-07-21T07:14:00.000Z","2024-07-21T12:14:00.000Z","2024-07-21T08:14:00.000Z","17.1888725","76.8790164","Chain Snatching reported near Kalaburagi Women PS. Evidence and witness inputs available for AI review."
"4953","100010108202404953","202404953","2024-01-16","1053","108","1","2","1","1","2","501","2024-01-16T08:09:00.000Z","2024-01-16T13:09:00.000Z","2024-01-16T09:09:00.000Z","15.9967190","75.8524281","Burglary reported near Bagalkote Women PS. Evidence and witness inputs available for AI review."
"4954","100292907202504954","202504954","2025-03-08","1054","2907","1","2","3","6","1","529","2025-03-08T01:19:00.000Z","2025-03-08T02:19:00.000Z","2025-03-08T02:19:00.000Z","16.7209306","75.6035233","Loan App Fraud reported near Vijayapura Cyber PS. Evidence and witness inputs available for AI review."
"4955","100161601202504955","202504955","2025-11-09","1055","1601","1","2","2","5","1","516","2025-11-09T08:32:00.000Z","2025-11-09T12:32:00.000Z","2025-11-09T09:32:00.000Z","14.8353724","75.5700081","Investment Scam reported near Haveri Central PS. Evidence and witness inputs available for AI review."
"4956","100121205202504956","202504956","2025-03-11","1056","1205","1","1","6","10","2","512","2025-03-11T12:24:00.000Z","2025-03-11T17:24:00.000Z","2025-03-11T13:24:00.000Z","14.6371313","75.9476307","Robbery reported near Davanagere Market PS. Evidence and witness inputs available for AI review."
"4957","100121205202604957","202604957","2026-03-01","1057","1205","1","1","6","10","1","512","2026-03-01T00:59:00.000Z","2026-03-01T03:59:00.000Z","2026-03-01T01:59:00.000Z","14.6329006","75.9444588","Robbery reported near Davanagere Market PS. Evidence and witness inputs available for AI review."
"4958","100252507202404958","202404958","2024-11-13","1058","2507","1","2","1","1","1","525","2024-11-13T20:38:00.000Z","2024-11-13T21:38:00.000Z","2024-11-13T21:38:00.000Z","13.9724242","75.4567897","Burglary reported near Shivamogga Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"4959","100060605202404959","202404959","2024-07-17","1059","605","1","2","3","6","1","506","2024-07-17T01:11:00.000Z","2024-07-17T05:11:00.000Z","2024-07-17T02:11:00.000Z","17.9410593","77.3818045","Loan App Fraud reported near Bidar Market PS. Evidence and witness inputs available for AI review."
"4960","100282801202504960","202504960","2025-10-09","1060","2801","1","2","1","3","2","528","2025-10-09T02:47:00.000Z","2025-10-09T06:47:00.000Z","2025-10-09T03:47:00.000Z","14.6738061","73.9542205","Chain Snatching reported near Uttara Kannada Central PS. Evidence and witness inputs available for AI review."
"4961","100151506202504961","202504961","2025-12-18","1061","1506","1","1","4","7","1","515","2025-12-18T11:37:00.000Z","2025-12-18T12:37:00.000Z","2025-12-18T12:37:00.000Z","13.1483223","75.9290483","Drug Distribution reported near Hassan Traffic PS. Evidence and witness inputs available for AI review."
"4962","100080803202404962","202404962","2024-10-03","1062","803","1","2","1","3","1","508","2024-10-03T22:07:00.000Z","2024-10-03T23:07:00.000Z","2024-10-03T23:07:00.000Z","13.4128219","77.5155720","Chain Snatching reported near Chikkaballapura North PS. Possible North Belt Narcotics Line pattern. Night-time MO. Evidence and witness inputs available for AI review."
"4963","100090903202404963","202404963","2024-06-18","1063","903","1","1","6","9","2","509","2024-06-18T14:39:00.000Z","2024-06-18T17:39:00.000Z","2024-06-18T15:39:00.000Z","13.3464808","75.8039603","Assault reported near Chikkamagaluru North PS. Night-time MO. Evidence and witness inputs available for AI review."
"4964","100151501202604964","202604964","2026-01-07","1064","1501","1","2","1","1","2","515","2026-01-07T13:19:00.000Z","2026-01-07T14:19:00.000Z","2026-01-07T14:19:00.000Z","13.0403870","76.1930976","Burglary reported near Hassan Central PS. Evidence and witness inputs available for AI review."
"4965","100111108202404965","202404965","2024-12-25","1065","1108","1","2","1","1","2","511","2024-12-25T05:27:00.000Z","2024-12-25T08:27:00.000Z","2024-12-25T06:27:00.000Z","12.7319991","75.0232633","Burglary reported near Dakshina Kannada Women PS. Possible Coastal Fraud Cell pattern. Evidence and witness inputs available for AI review."
"4966","100161605202604966","202604966","2026-03-22","1066","1605","1","2","3","6","1","516","2026-03-22T02:06:00.000Z","2026-03-22T07:06:00.000Z","2026-03-22T03:06:00.000Z","14.7625252","75.5371583","Loan App Fraud reported near Haveri Market PS. Possible Market Corridor Group pattern. Evidence and witness inputs available for AI review."
"4967","100303007202604967","202604967","2026-10-07","1067","3007","1","1","6","9","1","530","2026-10-07T06:51:00.000Z","2026-10-07T09:51:00.000Z","2026-10-07T07:51:00.000Z","16.8084700","77.2583263","Assault reported near Yadgir Cyber PS. Vehicle KA-26-LM-1033 seen. Evidence and witness inputs available for AI review."
"4968","100060601202504968","202504968","2025-05-05","1068","601","1","2","1","1","2","506","2025-05-05T11:23:00.000Z","2025-05-05T16:23:00.000Z","2025-05-05T12:23:00.000Z","17.8872499","77.6908726","Burglary reported near Bidar Central PS. Possible Coastal Fraud Cell pattern. Evidence and witness inputs available for AI review."
"4969","100060603202404969","202404969","2024-10-23","1069","603","1","1","4","7","1","506","2024-10-23T07:31:00.000Z","2024-10-23T10:31:00.000Z","2024-10-23T08:31:00.000Z","17.6606788","77.4856126","Drug Distribution reported near Bidar North PS. Evidence and witness inputs available for AI review."
"4970","100161604202604970","202604970","2026-05-07","1070","1604","1","1","5","8","2","516","2026-05-07T15:38:00.000Z","2026-05-07T19:38:00.000Z","2026-05-07T16:38:00.000Z","15.0465991","75.5765579","Harassment reported near Haveri Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"4971","100010104202504971","202504971","2025-05-05","1071","104","1","2","1","3","1","501","2025-05-05T18:11:00.000Z","2025-05-05T21:11:00.000Z","2025-05-05T19:11:00.000Z","16.0937885","75.4747027","Chain Snatching reported near Bagalkote Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"4972","100070703202404972","202404972","2024-08-16","1072","703","1","1","4","7","1","507","2024-08-16T04:25:00.000Z","2024-08-16T09:25:00.000Z","2024-08-16T05:25:00.000Z","11.9248843","76.9274490","Drug Distribution reported near Chamarajanagar North PS. Vehicle KA-31-GW-1230 seen. Evidence and witness inputs available for AI review."
"4973","100212104202604973","202604973","2026-09-15","1073","2104","1","2","2","4","2","521","2026-09-15T07:36:00.000Z","2026-09-15T13:36:00.000Z","2026-09-15T08:36:00.000Z","12.3635357","76.8821323","UPI Fraud reported near Mandya Rural PS. Evidence and witness inputs available for AI review."
"4974","100212108202604974","202604974","2026-10-09","1074","2108","1","1","6","10","1","521","2026-10-09T15:38:00.000Z","2026-10-09T17:38:00.000Z","2026-10-09T16:38:00.000Z","12.5924849","76.8523082","Robbery reported near Mandya Women PS. Night-time MO. Evidence and witness inputs available for AI review."
"4975","100191904202604975","202604975","2026-06-16","1075","1904","1","2","1","3","2","519","2026-06-16T00:16:00.000Z","2026-06-16T06:16:00.000Z","2026-06-16T01:16:00.000Z","13.3061026","78.1765178","Chain Snatching reported near Kolar Rural PS. Evidence and witness inputs available for AI review."
"4976","100101007202604976","202604976","2026-01-10","1076","1007","1","2","2","5","1","510","2026-01-10T08:29:00.000Z","2026-01-10T11:29:00.000Z","2026-01-10T09:29:00.000Z","13.9669655","76.1703568","Investment Scam reported near Chitradurga Cyber PS. Evidence and witness inputs available for AI review."
"4977","100040404202504977","202504977","2025-06-06","1077","404","1","2","2","5","2","504","2025-06-06T16:50:00.000Z","2025-06-06T18:50:00.000Z","2025-06-06T17:50:00.000Z","13.0697761","77.8477115","Investment Scam reported near Bengaluru Rural Rural PS. Vehicle KA-05-UN-1013 seen. Night-time MO. Evidence and witness inputs available for AI review."
"4978","100141405202604978","202604978","2026-01-22","1078","1405","1","2","2","4","1","514","2026-01-22T00:17:00.000Z","2026-01-22T02:17:00.000Z","2026-01-22T01:17:00.000Z","15.2283296","75.4895675","UPI Fraud reported near Gadag Market PS. Evidence and witness inputs available for AI review."
"4979","100303008202404979","202404979","2024-10-07","1079","3008","1","2","1","3","1","530","2024-10-07T19:38:00.000Z","2024-10-07T21:38:00.000Z","2024-10-07T20:38:00.000Z","16.5260571","77.1290178","Chain Snatching reported near Yadgir Women PS. Possible Coastal Fraud Cell pattern. Vehicle KA-01-XW-1210 seen. Night-time MO. Evidence and witness inputs available for AI review."
"4980","100040402202404980","202404980","2024-06-12","1080","402","1","1","4","7","1","504","2024-06-12T08:56:00.000Z","2024-06-12T09:56:00.000Z","2024-06-12T09:56:00.000Z","13.0823561","77.3663092","Drug Distribution reported near Bengaluru Rural South PS. Evidence and witness inputs available for AI review."
"4981","100232303202504981","202504981","2025-04-18","1081","2303","1","1","6","9","2","523","2025-04-18T16:18:00.000Z","2025-04-18T20:18:00.000Z","2025-04-18T17:18:00.000Z","16.1112474","77.5814142","Assault reported near Raichur North PS. Possible NH-167 Network pattern. Night-time MO. Evidence and witness inputs available for AI review."
"4982","100090902202604982","202604982","2026-07-27","1082","902","1","1","6","10","2","509","2026-07-27T03:32:00.000Z","2026-07-27T09:32:00.000Z","2026-07-27T04:32:00.000Z","13.0962467","75.5565705","Robbery reported near Chikkamagaluru South PS. Evidence and witness inputs available for AI review."
"4983","100171701202604983","202604983","2026-02-13","1083","1701","1","1","4","7","1","517","2026-02-13T21:57:00.000Z","2026-02-14T00:57:00.000Z","2026-02-13T22:57:00.000Z","17.1666308","76.8412938","Drug Distribution reported near Kalaburagi Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"4984","100171706202604984","202604984","2026-11-14","1084","1706","1","2","2","5","1","517","2026-11-14T11:31:00.000Z","2026-11-14T15:31:00.000Z","2026-11-14T12:31:00.000Z","17.1659918","76.9043090","Investment Scam reported near Kalaburagi Traffic PS. Evidence and witness inputs available for AI review."
"4985","100010108202604985","202604985","2026-07-20","1085","108","1","1","6","10","1","501","2026-07-20T07:10:00.000Z","2026-07-20T12:10:00.000Z","2026-07-20T08:10:00.000Z","15.9799003","75.7678073","Robbery reported near Bagalkote Women PS. Evidence and witness inputs available for AI review."
"4986","100121203202604986","202604986","2026-09-04","1086","1203","1","1","6","9","1","512","2026-09-04T17:54:00.000Z","2026-09-04T21:54:00.000Z","2026-09-04T18:54:00.000Z","14.3520509","75.8535950","Assault reported near Davanagere North PS. Night-time MO. Evidence and witness inputs available for AI review."
"4987","100202005202404987","202404987","2024-01-12","1087","2005","1","1","5","8","1","520","2024-01-12T12:05:00.000Z","2024-01-12T15:05:00.000Z","2024-01-12T13:05:00.000Z","15.1660244","76.3297318","Harassment reported near Koppal Market PS. Evidence and witness inputs available for AI review."
"4988","100282805202404988","202404988","2024-10-13","1088","2805","1","2","3","6","2","528","2024-10-13T03:33:00.000Z","2024-10-13T04:33:00.000Z","2024-10-13T04:33:00.000Z","14.8596211","74.3080696","Loan App Fraud reported near Uttara Kannada Market PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"4989","100191903202404989","202404989","2024-08-14","1089","1903","1","2","1","1","1","519","2024-08-14T01:10:00.000Z","2024-08-14T03:10:00.000Z","2024-08-14T02:10:00.000Z","13.0169989","78.0621589","Burglary reported near Kolar North PS. Evidence and witness inputs available for AI review."
"4990","100252503202404990","202404990","2024-04-16","1090","2503","1","2","1","2","1","525","2024-04-16T16:59:00.000Z","2024-04-16T17:59:00.000Z","2024-04-16T17:59:00.000Z","14.0652873","75.7426839","Vehicle Theft reported near Shivamogga North PS. Night-time MO. Evidence and witness inputs available for AI review."
"4991","100020208202404991","202404991","2024-01-18","1091","208","1","1","6","10","1","502","2024-01-18T05:53:00.000Z","2024-01-18T07:53:00.000Z","2024-01-18T06:53:00.000Z","15.0395354","77.1034099","Robbery reported near Ballari Women PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"4992","100282802202404992","202404992","2024-08-17","1092","2802","1","1","5","8","2","528","2024-08-17T07:17:00.000Z","2024-08-17T12:17:00.000Z","2024-08-17T08:17:00.000Z","14.6936624","74.3916404","Harassment reported near Uttara Kannada South PS. Possible NH-167 Network pattern. Evidence and witness inputs available for AI review."
"4993","100262603202504993","202504993","2025-04-01","1093","2603","1","2","3","6","1","526","2025-04-01T20:24:00.000Z","2025-04-01T21:24:00.000Z","2025-04-01T21:24:00.000Z","13.0972128","76.9159300","Loan App Fraud reported near Tumakuru North PS. Night-time MO. Evidence and witness inputs available for AI review."
"4994","100060604202404994","202404994","2024-11-22","1094","604","1","1","6","9","2","506","2024-11-22T07:26:00.000Z","2024-11-22T13:26:00.000Z","2024-11-22T08:26:00.000Z","17.7524648","77.5256266","Assault reported near Bidar Rural PS. Evidence and witness inputs available for AI review."
"4995","100282807202604995","202604995","2026-12-25","1095","2807","1","1","5","8","1","528","2026-12-25T14:39:00.000Z","2026-12-25T16:39:00.000Z","2026-12-25T15:39:00.000Z","14.7459139","73.8861610","Harassment reported near Uttara Kannada Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"4996","100262606202604996","202604996","2026-01-07","1096","2606","1","2","1","2","1","526","2026-01-07T13:21:00.000Z","2026-01-07T15:21:00.000Z","2026-01-07T14:21:00.000Z","13.5910467","77.1894053","Vehicle Theft reported near Tumakuru Traffic PS. Evidence and witness inputs available for AI review."
"4997","100191903202504997","202504997","2025-06-21","1097","1903","1","2","2","4","1","519","2025-06-21T03:58:00.000Z","2025-06-21T07:58:00.000Z","2025-06-21T04:58:00.000Z","12.9930633","78.0495275","UPI Fraud reported near Kolar North PS. Evidence and witness inputs available for AI review."
"4998","100191901202504998","202504998","2025-05-13","1098","1901","1","1","5","8","2","519","2025-05-13T03:58:00.000Z","2025-05-13T08:58:00.000Z","2025-05-13T04:58:00.000Z","13.4102429","78.1191372","Harassment reported near Kolar Central PS. Possible Coastal Fraud Cell pattern. Evidence and witness inputs available for AI review."
"4999","100040404202404999","202404999","2024-01-09","1099","404","1","1","6","10","1","504","2024-01-09T16:59:00.000Z","2024-01-09T22:59:00.000Z","2024-01-09T17:59:00.000Z","13.0561452","77.8020619","Robbery reported near Bengaluru Rural Rural PS. Vehicle KA-28-OJ-1208 seen. Night-time MO. Evidence and witness inputs available for AI review."
"5000","100313103202605000","202605000","2026-10-07","1100","3103","1","1","4","7","2","531","2026-10-07T19:25:00.000Z","2026-10-07T23:25:00.000Z","2026-10-07T20:25:00.000Z","15.1493079","76.4742582","Drug Distribution reported near Vijayanagara North PS. Night-time MO. Evidence and witness inputs available for AI review."
"5001","100303008202505001","202505001","2025-10-25","1101","3008","1","1","6","9","1","530","2025-10-25T16:21:00.000Z","2025-10-25T17:21:00.000Z","2025-10-25T17:21:00.000Z","16.5520092","77.1517681","Assault reported near Yadgir Women PS. Night-time MO. Evidence and witness inputs available for AI review."
"5002","100282806202605002","202605002","2026-07-10","1102","2806","1","2","1","2","1","528","2026-07-10T16:35:00.000Z","2026-07-10T22:35:00.000Z","2026-07-10T17:35:00.000Z","14.9598154","74.2702841","Vehicle Theft reported near Uttara Kannada Traffic PS. Possible NH-167 Network pattern. Night-time MO. Evidence and witness inputs available for AI review."
"5003","100181805202505003","202505003","2025-10-07","1103","1805","1","1","4","7","1","518","2025-10-07T08:22:00.000Z","2025-10-07T11:22:00.000Z","2025-10-07T09:22:00.000Z","12.5339835","75.7622528","Drug Distribution reported near Kodagu Market PS. Evidence and witness inputs available for AI review."
"5004","100040404202505004","202505004","2025-09-26","1104","404","1","2","2","5","2","504","2025-09-26T11:09:00.000Z","2025-09-26T15:09:00.000Z","2025-09-26T12:09:00.000Z","13.0569525","77.7730266","Investment Scam reported near Bengaluru Rural Rural PS. Evidence and witness inputs available for AI review."
"5005","100282805202505005","202505005","2025-08-07","1105","2805","1","1","5","8","2","528","2025-08-07T06:43:00.000Z","2025-08-07T12:43:00.000Z","2025-08-07T07:43:00.000Z","14.8711286","74.2921840","Harassment reported near Uttara Kannada Market PS. Evidence and witness inputs available for AI review."
"5006","100222204202505006","202505006","2025-11-14","1106","2204","1","2","2","4","1","522","2025-11-14T21:40:00.000Z","2025-11-15T00:40:00.000Z","2025-11-14T22:40:00.000Z","12.3948048","76.8154533","UPI Fraud reported near Mysuru Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"5007","100272707202605007","202605007","2026-05-08","1107","2707","1","1","6","10","2","527","2026-05-08T18:07:00.000Z","2026-05-08T19:07:00.000Z","2026-05-08T19:07:00.000Z","13.5485741","74.4753794","Robbery reported near Udupi Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"5008","100191903202605008","202605008","2026-12-08","1108","1903","1","2","1","1","1","519","2026-12-08T05:02:00.000Z","2026-12-08T10:02:00.000Z","2026-12-08T06:02:00.000Z","12.9558615","78.1085296","Burglary reported near Kolar North PS. Evidence and witness inputs available for AI review."
"5009","100060601202405009","202405009","2024-06-06","1109","601","1","2","1","3","1","506","2024-06-06T06:52:00.000Z","2024-06-06T08:52:00.000Z","2024-06-06T07:52:00.000Z","17.8889788","77.6347843","Chain Snatching reported near Bidar Central PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"5010","100020207202605010","202605010","2026-03-26","1110","207","1","2","1","2","2","502","2026-03-26T06:52:00.000Z","2026-03-26T12:52:00.000Z","2026-03-26T07:52:00.000Z","15.2472534","76.8894874","Vehicle Theft reported near Ballari Cyber PS. Evidence and witness inputs available for AI review."
"5011","100050501202605011","202605011","2026-01-10","1111","501","1","1","6","10","1","505","2026-01-10T00:27:00.000Z","2026-01-10T05:27:00.000Z","2026-01-10T01:27:00.000Z","12.8937270","77.4129291","Robbery reported near Bengaluru Urban Central PS. Evidence and witness inputs available for AI review."
"5012","100191907202605012","202605012","2026-08-22","1112","1907","1","1","6","10","1","519","2026-08-22T13:10:00.000Z","2026-08-22T17:10:00.000Z","2026-08-22T14:10:00.000Z","12.9529054","78.1204001","Robbery reported near Kolar Cyber PS. Evidence and witness inputs available for AI review."
"5013","100252505202605013","202605013","2026-03-25","1113","2505","1","2","1","1","1","525","2026-03-25T20:14:00.000Z","2026-03-25T21:14:00.000Z","2026-03-25T21:14:00.000Z","13.7118130","75.7899333","Burglary reported near Shivamogga Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"5014","100282808202505014","202505014","2025-04-20","1114","2808","1","2","1","1","1","528","2025-04-20T21:23:00.000Z","2025-04-21T01:23:00.000Z","2025-04-20T22:23:00.000Z","14.8177543","74.0821136","Burglary reported near Uttara Kannada Women PS. Possible NH-167 Network pattern. Night-time MO. Evidence and witness inputs available for AI review."
"5015","100131304202505015","202505015","2025-01-09","1115","1304","1","2","3","6","1","513","2025-01-09T21:41:00.000Z","2025-01-09T23:41:00.000Z","2025-01-09T22:41:00.000Z","15.3707541","75.1305304","Loan App Fraud reported near Dharwad Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
