"VictimMasterID","CaseMasterID","VictimName","AgeYear","GenderID","VictimPolice"
"11429","5723","Victim 05723-1","52","1","0"
"11430","5724","Victim 05724-1","70","2","0"
"11431","5725","Victim 05725-1","18","1","0"
"11432","5726","Victim 05726-1","16","2","0"
"11433","5726","Victim 05726-2","19","1","0"
"11434","5727","Victim 05727-1","31","2","0"
"11435","5727","Victim 05727-2","47","1","0"
"11436","5727","Victim 05727-3","43","1","0"
"11437","5728","Victim 05728-1","68","2","0"
"11438","5728","Victim 05728-2","28","1","0"
"11439","5728","Victim 05728-3","19","1","0"
"11440","5729","Victim 05729-1","51","2","0"
"11441","5729","Victim 05729-2","52","2","0"
"11442","5730","Victim 05730-1","15","1","0"
"11443","5730","Victim 05730-2","27","2","0"
"11444","5731","Victim 05731-1","60","1","0"
"11445","5731","Victim 05731-2","24","2","0"
"11446","5731","Victim 05731-3","74","1","0"
"11447","5732","Victim 05732-1","44","2","0"
"11448","5733","Victim 05733-1","50","2","0"
"11449","5734","Victim 05734-1","37","1","0"
"11450","5735","Victim 05735-1","63","2","0"
"11451","5736","Victim 05736-1","70","1","0"
"11452","5737","Victim 05737-1","28","1","0"
"11453","5737","Victim 05737-2","45","2","0"
"11454","5738","Victim 05738-1","57","1","0"
"11455","5738","Victim 05738-2","33","2","0"
"11456","5739","Victim 05739-1","15","1","0"
"11457","5740","Victim 05740-1","30","1","0"
"11458","5740","Victim 05740-2","15","2","0"
"11459","5740","Victim 05740-3","32","1","0"
"11460","5741","Victim 05741-1","57","2","0"
"11461","5741","Victim 05741-2","53","2","0"
"11462","5742","Victim 05742-1","46","1","0"
"11463","5742","Victim 05742-2","40","1","0"
"11464","5743","Victim 05743-1","14","2","0"
"11465","5744","Victim 05744-1","44","1","0"
"11466","5744","Victim 05744-2","59","1","0"
"11467","5745","Victim 05745-1","49","1","0"
"11468","5745","Victim 05745-2","24","2","0"
"11469","5746","Victim 05746-1","34","1","0"
"11470","5746","Victim 05746-2","35","1","0"
"11471","5746","Victim 05746-3","23","2","0"
"11472","5747","Victim 05747-1","25","1","0"
"11473","5747","Victim 05747-2","48","2","0"
"11474","5747","Victim 05747-3","59","2","0"
"11475","5748","Victim 05748-1","49","2","0"
"11476","5748","Victim 05748-2","27","2","0"
"11477","5748","Victim 05748-3","22","1","0"
"11478","5749","Victim 05749-1","27","2","0"
"11479","5749","Victim 05749-2","67","2","0"
"11480","5749","Victim 05749-3","73","2","0"
"11481","5750","Victim 05750-1","18","2","0"
"11482","5751","Victim 05751-1","49","2","0"
"11483","5751","Victim 05751-2","54","1","0"
"11484","5751","Victim 05751-3","28","2","0"
"11485","5752","Victim 05752-1","62","1","0"
"11486","5752","Victim 05752-2","48","1","0"
"11487","5753","Victim 05753-1","65","2","0"
"11488","5754","Victim 05754-1","53","1","0"
"11489","5754","Victim 05754-2","46","2","0"
"11490","5755","Victim 05755-1","30","1","0"
"11491","5755","Victim 05755-2","20","1","0"
"11492","5755","Victim 05755-3","24","1","0"
"11493","5756","Victim 05756-1","36","1","0"
"11494","5756","Victim 05756-2","29","2","0"
"11495","5757","Victim 05757-1","37","1","0"
"11496","5758","Victim 05758-1","40","1","0"
"11497","5759","Victim 05759-1","52","2","0"
"11498","5759","Victim 05759-2","45","2","0"
"11499","5760","Victim 05760-1","32","1","0"
"11500","5761","Victim 05761-1","46","1","0"
"11501","5762","Victim 05762-1","32","1","0"
"11502","5762","Victim 05762-2","50","2","0"
"11503","5763","Victim 05763-1","63","2","0"
"11504","5764","Victim 05764-1","34","2","0"
"11505","5764","Victim 05764-2","51","1","0"
"11506","5764","Victim 05764-3","75","2","0"
"11507","5765","Victim 05765-1","66","1","0"
"11508","5765","Victim 05765-2","55","1","0"
"11509","5765","Victim 05765-3","38","1","0"
"11510","5766","Victim 05766-1","75","1","0"
"11511","5766","Victim 05766-2","31","2","0"
"11512","5767","Victim 05767-1","35","1","0"
"11513","5767","Victim 05767-2","71","2","0"
"11514","5768","Victim 05768-1","27","2","0"
"11515","5768","Victim 05768-2","58","1","0"
"11516","5768","Victim 05768-3","37","2","0"
"11517","5769","Victim 05769-1","22","1","0"
"11518","5769","Victim 05769-2","48","2","0"
"11519","5770","Victim 05770-1","36","1","0"
"11520","5770","Victim 05770-2","42","2","0"
"11521","5771","Victim 05771-1","34","2","0"
"11522","5771","Victim 05771-2","26","2","0"
"11523","5772","Victim 05772-1","60","1","0"
"11524","5772","Victim 05772-2","14","1","0"
"11525","5773","Victim 05773-1","51","1","0"
"11526","5774","Victim 05774-1","46","1","0"
"11527","5774","Victim 05774-2","48","1","0"
"11528","5775","Victim 05775-1","52","2","0"
"11529","5775","Victim 05775-2","39","1","0"
"11530","5776","Victim 05776-1","47","2","0"
"11531","5776","Victim 05776-2","31","2","0"
"11532","5777","Victim 05777-1","70","2","0"
"11533","5777","Victim 05777-2","46","2","0"
"11534","5777","Victim 05777-3","17","1","0"
"11535","5778","Victim 05778-1","47","2","0"
"11536","5778","Victim 05778-2","63","1","0"
"11537","5778","Victim 05778-3","34","2","0"
"11538","5779","Victim 05779-1","24","1","0"
"11539","5779","Victim 05779-2","56","1","0"
"11540","5779","Victim 05779-3","17","1","0"
"11541","5780","Victim 05780-1","17","2","0"
"11542","5781","Victim 05781-1","22","1","0"
"11543","5781","Victim 05781-2","15","1","0"
"11544","5781","Victim 05781-3","40","1","0"
"11545","5782","Victim 05782-1","52","2","0"
"11546","5783","Victim 05783-1","44","2","0"
"11547","5783","Victim 05783-2","67","2","0"
"11548","5784","Victim 05784-1","38","1","0"
"11549","5785","Victim 05785-1","36","2","0"
"11550","5785","Victim 05785-2","64","1","0"
"11551","5785","Victim 05785-3","62","2","0"
"11552","5786","Victim 05786-1","60","1","0"
"11553","5787","Victim 05787-1","49","1","0"
"11554","5788","Victim 05788-1","33","2","0"
"11555","5788","Victim 05788-2","56","1","0"
"11556","5789","Victim 05789-1","15","1","0"
"11557","5789","Victim 05789-2","15","1","0"
"11558","5789","Victim 05789-3","42","1","0"
"11559","5790","Victim 05790-1","65","2","0"
"11560","5790","Victim 05790-2","22","2","0"
"11561","5790","Victim 05790-3","33","2","0"
"11562","5791","Victim 05791-1","47","2","0"
"11563","5791","Victim 05791-2","55","1","0"
"11564","5792","Victim 05792-1","74","2","0"
"11565","5793","Victim 05793-1","55","1","0"
"11566","5793","Victim 05793-2","14","1","0"
"11567","5793","Victim 05793-3","53","1","0"
"11568","5794","Victim 05794-1","26","2","0"
"11569","5794","Victim 05794-2","58","2","0"
"11570","5795","Victim 05795-1","14","2","0"
"11571","5795","Victim 05795-2","70","2","0"
"11572","5796","Victim 05796-1","64","1","0"
"11573","5796","Victim 05796-2","14","2","0"
"11574","5796","Victim 05796-3","70","1","0"
"11575","5797","Victim 05797-1","71","2","0"
"11576","5797","Victim 05797-2","63","1","0"
"11577","5798","Victim 05798-1","61","2","0"
"11578","5798","Victim 05798-2","23","1","0"
"11579","5798","Victim 05798-3","43","2","0"
"11580","5799","Victim 05799-1","28","2","0"
"11581","5800","Victim 05800-1","52","1","0"
"11582","5800","Victim 05800-2","65","1","0"
"11583","5801","Victim 05801-1","74","2","0"
"11584","5801","Victim 05801-2","27","1","0"
"11585","5802","Victim 05802-1","15","2","0"
"11586","5802","Victim 05802-2","15","1","0"
"11587","5803","Victim 05803-1","54","2","0"
"11588","5803","Victim 05803-2","74","2","0"
"11589","5803","Victim 05803-3","51","1","0"
"11590","5804","Victim 05804-1","56","2","0"
"11591","5804","Victim 05804-2","36","1","0"
"11592","5804","Victim 05804-3","38","1","0"
"11593","5805","Victim 05805-1","28","2","0"
"11594","5805","Victim 05805-2","67","2","0"
"11595","5805","Victim 05805-3","46","1","0"
"11596","5806","Victim 05806-1","18","1","0"
"11597","5806","Victim 05806-2","62","1","0"
"11598","5806","Victim 05806-3","24","2","0"
"11599","5807","Victim 05807-1","56","2","0"
"11600","5808","Victim 05808-1","35","1","0"
"11601","5809","Victim 05809-1","29","1","0"
"11602","5809","Victim 05809-2","59","2","0"
"11603","5810","Victim 05810-1","60","2","0"
"11604","5810","Victim 05810-2","47","1","0"
"11605","5810","Victim 05810-3","35","1","0"
"11606","5811","Victim 05811-1","44","1","0"
"11607","5811","Victim 05811-2","36","2","0"
"11608","5811","Victim 05811-3","33","2","0"
"11609","5812","Victim 05812-1","55","2","0"
"11610","5813","Victim 05813-1","56","1","0"
"11611","5814","Victim 05814-1","69","2","0"
"11612","5815","Victim 05815-1","61","2","0"
"11613","5815","Victim 05815-2","41","1","0"
"11614","5815","Victim 05815-3","59","1","0"
"11615","5816","Victim 05816-1","44","2","0"
"11616","5817","Victim 05817-1","57","2","0"
"11617","5817","Victim 05817-2","61","2","0"
"11618","5818","Victim 05818-1","39","2","0"
"11619","5818","Victim 05818-2","69","2","0"
"11620","5818","Victim 05818-3","37","2","0"
"11621","5819","Victim 05819-1","31","1","0"
"11622","5819","Victim 05819-2","29","1","0"
"11623","5819","Victim 05819-3","56","2","0"
"11624","5820","Victim 05820-1","18","1","0"
"11625","5820","Victim 05820-2","30","2","0"
"11626","5820","Victim 05820-3","14","2","0"
"11627","5821","Victim 05821-1","15","2","0"
"11628","5821","Victim 05821-2","31","2","0"
"11629","5822","Victim 05822-1","33","1","0"
"11630","5822","Victim 05822-2","68","2","0"
"11631","5823","Victim 05823-1","75","2","0"
"11632","5823","Victim 05823-2","18","2","0"
"11633","5823","Victim 05823-3","53","2","0"
"11634","5824","Victim 05824-1","35","2","0"
"11635","5825","Victim 05825-1","25","1","0"
"11636","5825","Victim 05825-2","58","1","0"
"11637","5825","Victim 05825-3","42","2","0"
"11638","5826","Victim 05826-1","16","2","0"
"11639","5827","Victim 05827-1","29","2","0"
"11640","5827","Victim 05827-2","55","1","0"
"11641","5828","Victim 05828-1","58","2","0"
"11642","5828","Victim 05828-2","45","2","0"
"11643","5828","Victim 05828-3","26","2","0"
"11644","5829","Victim 05829-1","18","1","0"
"11645","5830","Victim 05830-1","33","2","0"
"11646","5830","Victim 05830-2","62","2","0"
"11647","5831","Victim 05831-1","34","2","0"
"11648","5831","Victim 05831-2","74","1","0"
"11649","5832","Victim 05832-1","64","2","0"
"11650","5833","Victim 05833-1","27","1","0"
"11651","5833","Victim 05833-2","32","1","0"
"11652","5833","Victim 05833-3","14","2","0"
"11653","5834","Victim 05834-1","36","2","0"
"11654","5834","Victim 05834-2","36","1","0"
"11655","5834","Victim 05834-3","41","2","0"
"11656","5835","Victim 05835-1","57","1","0"
"11657","5835","Victim 05835-2","17","2","0"
"11658","5836","Victim 05836-1","29","1","0"
"11659","5836","Victim 05836-2","60","1","0"
"11660","5836","Victim 05836-3","67","2","0"
"11661","5837","Victim 05837-1","18","2","0"
"11662","5837","Victim 05837-2","75","2","0"
"11663","5838","Victim 05838-1","56","2","0"
"11664","5838","Victim 05838-2","50","2","0"
"11665","5838","Victim 05838-3","62","1","0"
"11666","5839","Victim 05839-1","46","1","0"
"11667","5839","Victim 05839-2","23","2","0"
"11668","5839","Victim 05839-3","73","1","0"
"11669","5840","Victim 05840-1","30","2","0"
"11670","5840","Victim 05840-2","37","1","0"
"11671","5841","Victim 05841-1","20","1","0"
"11672","5841","Victim 05841-2","22","2","0"
"11673","5842","Victim 05842-1","62","1","0"
"11674","5843","Victim 05843-1","38","2","0"
"11675","5843","Victim 05843-2","66","2","0"
"11676","5843","Victim 05843-3","54","1","0"
"11677","5844","Victim 05844-1","43","2","0"
"11678","5844","Victim 05844-2","19","2","0"
"11679","5845","Victim 05845-1","75","2","0"
"11680","5846","Victim 05846-1","46","1","0"
"11681","5847","Victim 05847-1","44","1","0"
"11682","5848","Victim 05848-1","47","2","0"
"11683","5848","Victim 05848-2","41","2","0"
"11684","5849","Victim 05849-1","40","2","0"
"11685","5849","Victim 05849-2","31","2","0"
"11686","5849","Victim 05849-3","36","1","0"
"11687","5850","Victim 05850-1","58","1","0"
"11688","5851","Victim 05851-1","52","1","0"
"11689","5851","Victim 05851-2","25","2","0"
"11690","5852","Victim 05852-1","14","2","0"
"11691","5852","Victim 05852-2","25","2","0"
"11692","5853","Victim 05853-1","56","1","0"
"11693","5854","Victim 05854-1","43","2","0"
"11694","5855","Victim 05855-1","61","1","0"
"11695","5855","Victim 05855-2","21","2","0"
"11696","5856","Victim 05856-1","68","2","0"
"11697","5856","Victim 05856-2","56","2","0"
"11698","5857","Victim 05857-1","61","2","0"
"11699","5857","Victim 05857-2","50","1","0"
"11700","5858","Victim 05858-1","67","1","0"
"11701","5858","Victim 05858-2","51","1","0"
"11702","5858","Victim 05858-3","53","1","0"
"11703","5859","Victim 05859-1","70","1","0"
"11704","5860","Victim 05860-1","48","1","0"
"11705","5860","Victim 05860-2","46","1","0"
"11706","5861","Victim 05861-1","31","2","0"
"11707","5862","Victim 05862-1","26","1","0"
"11708","5862","Victim 05862-2","21","1","0"
"11709","5862","Victim 05862-3","25","1","0"
"11710","5863","Victim 05863-1","58","2","0"
"11711","5863","Victim 05863-2","16","2","0"
"11712","5863","Victim 05863-3","29","2","0"
"11713","5864","Victim 05864-1","37","2","0"
"11714","5864","Victim 05864-2","65","2","0"
"11715","5864","Victim 05864-3","29","1","0"
"11716","5865","Victim 05865-1","34","1","0"
"11717","5866","Victim 05866-1","21","1","0"
"11718","5867","Victim 05867-1","33","2","0"
"11719","5868","Victim 05868-1","61","1","0"
"11720","5868","Victim 05868-2","36","2","0"
"11721","5868","Victim 05868-3","22","2","0"
"11722","5869","Victim 05869-1","34","1","0"
"11723","5869","Victim 05869-2","40","2","0"
"11724","5869","Victim 05869-3","55","1","0"
"11725","5870","Victim 05870-1","31","2","0"
"11726","5871","Victim 05871-1","20","2","0"
"11727","5871","Victim 05871-2","63","2","0"
"11728","5871","Victim 05871-3","51","1","0"
"11729","5872","Victim 05872-1","17","2","0"
"11730","5873","Victim 05873-1","55","2","0"
"11731","5873","Victim 05873-2","52","1","0"
"11732","5873","Victim 05873-3","59","2","0"
"11733","5874","Victim 05874-1","60","2","0"
"11734","5874","Victim 05874-2","57","1","0"
"11735","5875","Victim 05875-1","27","1","0"
"11736","5875","Victim 05875-2","49","1","0"
"11737","5875","Victim 05875-3","25","2","0"
"11738","5876","Victim 05876-1","15","2","0"
"11739","5876","Victim 05876-2","31","2","0"
"11740","5877","Victim 05877-1","56","1","0"
"11741","5878","Victim 05878-1","52","2","0"
"11742","5879","Victim 05879-1","33","1","0"
"11743","5880","Victim 05880-1","18","2","0"
"11744","5880","Victim 05880-2","74","2","0"
"11745","5881","Victim 05881-1","54","1","0"
"11746","5881","Victim 05881-2","24","2","0"
"11747","5881","Victim 05881-3","75","1","0"
"11748","5882","Victim 05882-1","65","2","0"
"11749","5882","Victim 05882-2","43","2","0"
"11750","5882","Victim 05882-3","46","2","0"
"11751","5883","Victim 05883-1","18","2","0"
"11752","5883","Victim 05883-2","43","1","0"
"11753","5883","Victim 05883-3","69","2","0"
"11754","5884","Victim 05884-1","30","2","0"
"11755","5884","Victim 05884-2","60","1","0"
"11756","5885","Victim 05885-1","53","1","0"
"11757","5886","Victim 05886-1","36","2","0"
"11758","5887","Victim 05887-1","45","2","0"
"11759","5888","Victim 05888-1","57","1","0"
"11760","5889","Victim 05889-1","34","1","0"
"11761","5890","Victim 05890-1","71","1","0"
"11762","5890","Victim 05890-2","39","1","0"
"11763","5891","Victim 05891-1","27","2","0"
"11764","5891","Victim 05891-2","65","1","0"
"11765","5891","Victim 05891-3","73","1","0"
"11766","5892","Victim 05892-1","57","2","0"
"11767","5892","Victim 05892-2","61","1","0"
"11768","5893","Victim 05893-1","56","2","0"
"11769","5893","Victim 05893-2","33","2","0"
"11770","5893","Victim 05893-3","39","1","0"
"11771","5894","Victim 05894-1","59","2","0"
"11772","5894","Victim 05894-2","74","1","0"
"11773","5895","Victim 05895-1","42","2","0"
"11774","5895","Victim 05895-2","70","1","0"
"11775","5896","Victim 05896-1","27","2","0"
"11776","5896","Victim 05896-2","41","1","0"
"11777","5896","Victim 05896-3","48","1","0"
"11778","5897","Victim 05897-1","50","2","0"
"11779","5898","Victim 05898-1","23","2","0"
"11780","5899","Victim 05899-1","56","1","0"
"11781","5899","Victim 05899-2","31","2","0"
"11782","5900","Victim 05900-1","70","2","0"
"11783","5900","Victim 05900-2","54","2","0"
"11784","5900","Victim 05900-3","44","1","0"
"11785","5901","Victim 05901-1","19","2","0"
"11786","5901","Victim 05901-2","64","2","0"
"11787","5901","Victim 05901-3","40","2","0"
"11788","5902","Victim 05902-1","27","1","0"
"11789","5903","Victim 05903-1","74","2","0"
"11790","5903","Victim 05903-2","44","1","0"
"11791","5903","Victim 05903-3","38","2","0"
"11792","5904","Victim 05904-1","72","2","0"
"11793","5905","Victim 05905-1","42","1","0"
"11794","5905","Victim 05905-2","14","2","0"
"11795","5906","Victim 05906-1","50","2","0"
"11796","5907","Victim 05907-1","19","2","0"
"11797","5908","Victim 05908-1","36","1","0"
"11798","5908","Victim 05908-2","68","2","0"
"11799","5908","Victim 05908-3","24","2","0"
"11800","5909","Victim 05909-1","49","1","0"
"11801","5909","Victim 05909-2","20","2","0"
"11802","5909","Victim 05909-3","40","1","0"
"11803","5910","Victim 05910-1","25","2","0"
"11804","5910","Victim 05910-2","38","1","0"
"11805","5911","Victim 05911-1","21","2","0"
"11806","5911","Victim 05911-2","68","2","0"
"11807","5912","Victim 05912-1","47","1","0"
"11808","5912","Victim 05912-2","68","1","0"
"11809","5912","Victim 05912-3","58","1","0"
"11810","5913","Victim 05913-1","16","1","0"
"11811","5914","Victim 05914-1","42","1","0"
"11812","5914","Victim 05914-2","33","1","0"
"11813","5914","Victim 05914-3","68","1","0"
"11814","5915","Victim 05915-1","70","2","0"
"11815","5916","Victim 05916-1","64","2","0"
"11816","5917","Victim 05917-1","59","1","0"
"11817","5917","Victim 05917-2","69","2","0"
"11818","5918","Victim 05918-1","26","1","0"
"11819","5919","Victim 05919-1","41","1","0"
"11820","5919","Victim 05919-2","60","1","0"
"11821","5919","Victim 05919-3","36","2","0"
"11822","5920","Victim 05920-1","26","2","0"
"11823","5920","Victim 05920-2","36","2","0"
"11824","5920","Victim 05920-3","43","2","0"
"11825","5921","Victim 05921-1","33","1","0"
"11826","5922","Victim 05922-1","44","1","0"
"11827","5922","Victim 05922-2","58","1","0"
"11828","5923","Victim 05923-1","43","1","0"
"11829","5923","Victim 05923-2","69","1","0"
"11830","5923","Victim 05923-3","24","2","0"
"11831","5924","Victim 05924-1","57","1","0"
"11832","5925","Victim 05925-1","31","2","0"
"11833","5925","Victim 05925-2","27","2","0"
"11834","5925","Victim 05925-3","33","1","0"
"11835","5926","Victim 05926-1","22","2","0"
"11836","5926","Victim 05926-2","19","2","0"
"11837","5927","Victim 05927-1","39","2","0"
"11838","5928","Victim 05928-1","45","1","0"
"11839","5929","Victim 05929-1","62","1","0"
"11840","5929","Victim 05929-2","24","1","0"
"11841","5929","Victim 05929-3","60","1","0"
"11842","5930","Victim 05930-1","54","2","0"
"11843","5930","Victim 05930-2","72","2","0"
"11844","5930","Victim 05930-3","69","2","0"
"11845","5931","Victim 05931-1","37","1","0"
"11846","5931","Victim 05931-2","29","1","0"
"11847","5931","Victim 05931-3","47","2","0"
"11848","5932","Victim 05932-1","72","2","0"
"11849","5933","Victim 05933-1","34","1","0"
"11850","5933","Victim 05933-2","60","2","0"
"11851","5934","Victim 05934-1","46","2","0"
"11852","5934","Victim 05934-2","75","2","0"
"11853","5934","Victim 05934-3","56","1","0"
"11854","5935","Victim 05935-1","59","2","0"
"11855","5936","Victim 05936-1","16","1","0"
"11856","5937","Victim 05937-1","15","2","0"
"11857","5937","Victim 05937-2","48","2","0"
"11858","5938","Victim 05938-1","67","2","0"
"11859","5939","Victim 05939-1","59","2","0"
"11860","5939","Victim 05939-2","30","1","0"
"11861","5939","Victim 05939-3","75","1","0"
"11862","5940","Victim 05940-1","33","1","0"
"11863","5940","Victim 05940-2","61","1","0"
"11864","5941","Victim 05941-1","68","2","0"
"11865","5941","Victim 05941-2","24","2","0"
"11866","5941","Victim 05941-3","67","1","0"
"11867","5942","Victim 05942-1","51","2","0"
"11868","5942","Victim 05942-2","39","1","0"
"11869","5942","Victim 05942-3","16","1","0"
"11870","5943","Victim 05943-1","17","2","0"
"11871","5944","Victim 05944-1","58","2","0"
"11872","5945","Victim 05945-1","42","1","0"
"11873","5946","Victim 05946-1","47","1","0"
"11874","5946","Victim 05946-2","71","2","0"
"11875","5947","Victim 05947-1","41","1","0"
"11876","5947","Victim 05947-2","32","1","0"
"11877","5948","Victim 05948-1","62","2","0"
"11878","5949","Victim 05949-1","70","1","0"
"11879","5949","Victim 05949-2","55","2","0"
"11880","5949","Victim 05949-3","18","2","0"
"11881","5950","Victim 05950-1","64","2","0"
"11882","5950","Victim 05950-2","37","1","0"
"11883","5950","Victim 05950-3","68","1","0"
"11884","5951","Victim 05951-1","32","2","0"
"11885","5951","Victim 05951-2","60","2","0"
"11886","5951","Victim 05951-3","22","2","0"
"11887","5952","Victim 05952-1","14","1","0"
"11888","5952","Victim 05952-2","42","2","0"
"11889","5953","Victim 05953-1","47","2","0"
"11890","5953","Victim 05953-2","30","1","0"
"11891","5954","Victim 05954-1","44","2","0"
"11892","5954","Victim 05954-2","50","2","0"
"11893","5954","Victim 05954-3","34","1","0"
"11894","5955","Victim 05955-1","72","2","0"
"11895","5955","Victim 05955-2","46","2","0"
"11896","5955","Victim 05955-3","54","1","0"
"11897","5956","Victim 05956-1","35","2","0"
"11898","5956","Victim 05956-2","21","2","0"
"11899","5957","Victim 05957-1","58","1","0"
"11900","5957","Victim 05957-2","23","1","0"
"11901","5957","Victim 05957-3","61","2","0"
"11902","5958","Victim 05958-1","40","2","0"
"11903","5958","Victim 05958-2","39","2","0"
"11904","5958","Victim 05958-3","28","1","0"
"11905","5959","Victim 05959-1","39","2","0"
"11906","5959","Victim 05959-2","49","1","0"
"11907","5960","Victim 05960-1","36","2","0"
"11908","5960","Victim 05960-2","21","1","0"
"11909","5961","Victim 05961-1","65","2","0"
"11910","5962","Victim 05962-1","55","1","0"
"11911","5962","Victim 05962-2","35","2","0"
"11912","5963","Victim 05963-1","64","2","0"
"11913","5964","Victim 05964-1","29","1","0"
"11914","5964","Victim 05964-2","47","2","0"
"11915","5965","Victim 05965-1","42","2","0"
"11916","5965","Victim 05965-2","14","2","0"
"11917","5966","Victim 05966-1","58","1","0"
"11918","5966","Victim 05966-2","32","1","0"
"11919","5966","Victim 05966-3","23","2","0"
"11920","5967","Victim 05967-1","49","2","0"
"11921","5967","Victim 05967-2","62","2","0"
"11922","5968","Victim 05968-1","26","1","0"
"11923","5969","Victim 05969-1","22","1","0"
"11924","5969","Victim 05969-2","30","2","0"
"11925","5969","Victim 05969-3","19","1","0"
"11926","5970","Victim 05970-1","54","1","0"
"11927","5970","Victim 05970-2","50","1","0"
"11928","5971","Victim 05971-1","70","1","0"
"11929","5972","Victim 05972-1","54","1","0"
"11930","5972","Victim 05972-2","71","2","0"
"11931","5972","Victim 05972-3","50","2","0"
"11932","5973","Victim 05973-1","18","1","0"
"11933","5973","Victim 05973-2","26","1","0"
"11934","5973","Victim 05973-3","58","1","0"
"11935","5974","Victim 05974-1","65","1","0"
"11936","5975","Victim 05975-1","59","1","0"
"11937","5975","Victim 05975-2","61","2","0"
"11938","5976","Victim 05976-1","17","1","0"
"11939","5976","Victim 05976-2","63","2","0"
"11940","5977","Victim 05977-1","32","1","0"
"11941","5978","Victim 05978-1","44","2","0"
"11942","5979","Victim 05979-1","32","2","0"
"11943","5979","Victim 05979-2","49","2","0"
"11944","5979","Victim 05979-3","39","1","0"
"11945","5980","Victim 05980-1","73","2","0"
"11946","5980","Victim 05980-2","33","2","0"
"11947","5980","Victim 05980-3","73","2","0"
"11948","5981","Victim 05981-1","46","1","0"
"11949","5981","Victim 05981-2","47","2","0"
"11950","5982","Victim 05982-1","27","1","0"
"11951","5983","Victim 05983-1","75","2","0"
"11952","5984","Victim 05984-1","32","2","0"
"11953","5984","Victim 05984-2","51","2","0"
"11954","5985","Victim 05985-1","34","1","0"
"11955","5986","Victim 05986-1","50","2","0"
"11956","5986","Victim 05986-2","56","2","0"
"11957","5987","Victim 05987-1","54","2","0"
"11958","5987","Victim 05987-2","54","2","0"
"11959","5988","Victim 05988-1","34","1","0"
"11960","5988","Victim 05988-2","45","2","0"
"11961","5989","Victim 05989-1","64","2","0"
"11962","5990","Victim 05990-1","38","2","0"
"11963","5991","Victim 05991-1","71","2","0"
"11964","5991","Victim 05991-2","35","2","0"
"11965","5992","Victim 05992-1","21","2","0"
"11966","5993","Victim 05993-1","65","1","0"
"11967","5993","Victim 05993-2","61","2","0"
"11968","5993","Victim 05993-3","75","2","0"
"11969","5994","Victim 05994-1","38","1","0"
"11970","5994","Victim 05994-2","38","1","0"
"11971","5995","Victim 05995-1","49","2","0"
"11972","5995","Victim 05995-2","58","2","0"
"11973","5995","Victim 05995-3","22","2","0"
"11974","5996","Victim 05996-1","35","1","0"
"11975","5996","Victim 05996-2","44","2","0"
"11976","5997","Victim 05997-1","59","1","0"
"11977","5997","Victim 05997-2","43","2","0"
"11978","5998","Victim 05998-1","51","2","0"
"11979","5998","Victim 05998-2","43","2","0"
"11980","5998","Victim 05998-3","71","2","0"
"11981","5999","Victim 05999-1","40","2","0"
"11982","5999","Victim 05999-2","38","1","0"
"11983","5999","Victim 05999-3","65","2","0"
"11984","6000","Victim 06000-1","36","1","0"
"11985","6001","Victim 06001-1","66","2","0"
"11986","6001","Victim 06001-2","51","2","0"
"11987","6001","Victim 06001-3","23","1","0"
"11988","6002","Victim 06002-1","28","2","0"
"11989","6002","Victim 06002-2","30","1","0"
"11990","6003","Victim 06003-1","50","2","0"
"11991","6004","Victim 06004-1","25","2","0"
"11992","6005","Victim 06005-1","16","2","0"
"11993","6006","Victim 06006-1","52","2","0"
"11994","6007","Victim 06007-1","27","1","0"
"11995","6008","Victim 06008-1","17","1","0"
"11996","6008","Victim 06008-2","64","1","0"
"11997","6008","Victim 06008-3","37","1","0"
"11998","6009","Victim 06009-1","61","2","0"
"11999","6009","Victim 06009-2","59","1","0"
"12000","6010","Victim 06010-1","30","1","0"
"12001","6010","Victim 06010-2","35","2","0"
"12002","6011","Victim 06011-1","68","2","0"
"12003","6011","Victim 06011-2","71","1","0"
"12004","6011","Victim 06011-3","26","1","0"
"12005","6012","Victim 06012-1","52","2","0"
"12006","6012","Victim 06012-2","39","2","0"
"12007","6012","Victim 06012-3","39","1","0"
"12008","6013","Victim 06013-1","27","2","0"
"12009","6014","Victim 06014-1","45","2","0"
"12010","6014","Victim 06014-2","36","2","0"
"12011","6014","Victim 06014-3","42","2","0"
"12012","6015","Victim 06015-1","57","2","0"
"12013","6015","Victim 06015-2","17","2","0"
"12014","6015","Victim 06015-3","46","2","0"
"12015","6016","Victim 06016-1","58","1","0"
"12016","6017","Victim 06017-1","15","2","0"
"12017","6017","Victim 06017-2","54","1","0"
"12018","6017","Victim 06017-3","30","2","0"
"12019","6018","Victim 06018-1","31","1","0"
"12020","6018","Victim 06018-2","29","1","0"
"12021","6018","Victim 06018-3","23","2","0"
"12022","6019","Victim 06019-1","61","2","0"
"12023","6019","Victim 06019-2","68","2","0"
"12024","6020","Victim 06020-1","49","2","0"
"12025","6021","Victim 06021-1","27","2","0"
"12026","6021","Victim 06021-2","34","1","0"
"12027","6022","Victim 06022-1","51","2","0"
"12028","6022","Victim 06022-2","73","1","0"
"12029","6022","Victim 06022-3","38","2","0"
"12030","6023","Victim 06023-1","15","1","0"
"12031","6023","Victim 06023-2","20","2","0"
"12032","6024","Victim 06024-1","15","1","0"
"12033","6025","Victim 06025-1","36","2","0"
"12034","6026","Victim 06026-1","18","2","0"
